worker,task,answer
2.0,0,0
2.0,8,0
2.0,9,0
2.0,12,0
2.0,16,0
2.0,18,0
2.0,19,1
2.0,21,1
2.0,25,0
2.0,29,0
2.0,32,1
2.0,36,1
2.0,38,0
2.0,41,1
2.0,43,1
2.0,45,1
3.0,8,1
3.0,11,0
3.0,13,1
3.0,19,1
3.0,23,1
3.0,31,0
3.0,37,0
3.0,45,0
3.0,46,1
3.0,47,1
3.0,49,1
4.0,0,0
4.0,2,1
4.0,4,0
4.0,8,0
4.0,9,0
4.0,14,1
4.0,22,0
4.0,24,0
4.0,25,1
4.0,26,0
4.0,32,1
4.0,44,0
4.0,47,0
5.0,1,0
5.0,2,1
5.0,5,1
5.0,6,0
5.0,7,1
5.0,11,1
5.0,14,1
5.0,17,1
5.0,18,0
5.0,23,0
5.0,28,1
5.0,31,0
5.0,33,0
5.0,43,0
5.0,45,1
5.0,49,0
6.0,5,0
6.0,9,0
6.0,13,1
6.0,22,0
6.0,23,0
6.0,24,0
6.0,25,0
6.0,26,1
6.0,27,0
6.0,35,1
6.0,38,1
6.0,41,0
6.0,42,0
6.0,43,0
7.0,9,1
7.0,11,0
7.0,16,0
7.0,23,1
7.0,26,1
7.0,29,0
7.0,36,0
7.0,37,1
7.0,38,0
7.0,42,0
7.0,47,0
7.0,49,1
9.0,2,1
9.0,4,1
9.0,7,1
9.0,8,0
9.0,12,1
9.0,16,1
9.0,17,1
9.0,18,1
9.0,22,0
9.0,23,1
9.0,26,0
9.0,27,1
9.0,31,1
9.0,32,0
9.0,35,0
9.0,39,1
9.0,41,1
9.0,43,1
9.0,45,1
9.0,46,1
11.0,0,0
11.0,8,0
11.0,14,0
11.0,15,1
11.0,18,0
11.0,22,0
11.0,32,1
11.0,46,1
11.0,47,0
13.0,1,0
13.0,2,0
13.0,5,0
13.0,7,0
13.0,13,1
13.0,14,1
13.0,15,0
13.0,17,0
13.0,24,1
13.0,29,1
13.0,32,0
13.0,34,1
13.0,35,1
13.0,36,1
14.0,0,0
14.0,1,1
14.0,3,0
14.0,4,0
14.0,9,0
14.0,15,1
14.0,16,0
14.0,17,1
14.0,20,1
14.0,22,0
14.0,24,1
14.0,25,1
