task,truth
14,0
38,0
119,0
138,0
157,0
159,1
186,0
188,1
207,1
243,0
254,0
298,0
309,0
314,0
327,0
407,0
453,0
500,0
531,0
534,0
536,0
614,0
640,0
656,0
709,0
745,0
758,0
770,1
793,0
872,0
901,0
1028,0
1072,0
1130,0
1227,0
1245,0
1249,0
1272,0
1285,0
1298,0
1299,0
1307,0
1310,0
1328,0
1343,0
1412,1
1432,0
1445,0
1485,0
1527,0
1579,0
1634,1
1653,0
1658,0
1674,0
1686,0
1734,0
1777,1
1836,0
1839,0
1850,0
1910,0
1924,1
1999,1
2014,0
2018,0
2056,1
2062,0
2073,0
2080,0
2103,0
2106,0
2116,0
2117,0
2120,0
2228,0
2244,0
2257,0
2318,1
2366,0
2381,0
2418,1
2514,0
2586,0
2616,0
2624,0
2638,0
2685,0
2719,0
2810,0
2849,0
2866,0
2878,0
2921,0
2980,0
2998,1
3040,1
3045,0
3072,0
3120,0
3123,0
3145,1
3146,0
3151,0
3196,0
3227,0
3288,0
3305,0
3352,0
3393,0
3407,0
3410,0
3429,0
3510,0
3548,0
3616,0
3641,0
3642,1
3646,0
3685,0
3700,0
3702,0
3729,0
3735,0
3762,0
3829,0
3879,0
3911,0
3962,0
4000,0
4001,0
4018,1
4045,1
4197,0
4233,0
4250,0
4276,0
4283,0
4290,1
4300,0
4316,0
4319,0
4354,0
4363,0
4408,0
4443,0
4446,0
4482,0
4488,0
4489,1
