task,truth
27,0
44,0
98,0
220,0
246,0
247,0
252,1
269,0
271,0
328,0
332,0
343,0
359,0
439,0
524,0
562,0
647,0
667,0
735,0
747,0
777,0
790,0
791,0
823,0
909,1
947,0
974,1
977,0
994,0
996,0
1003,0
1074,0
1105,0
1116,0
1131,1
1163,0
1168,0
1183,0
1199,0
1266,1
1297,0
1338,0
1478,0
1494,0
1502,0
1629,0
1660,0
1687,0
1703,0
1721,0
1789,1
1837,1
1845,0
1876,0
1904,0
1926,1
1954,0
1983,0
1995,1
2020,0
2024,0
2030,0
2082,0
2182,1
2199,1
2204,0
2245,0
2259,0
2269,0
2276,0
2289,0
2294,0
2314,0
2315,0
2340,0
2357,0
2364,0
2365,0
2439,0
2451,0
2459,0
2509,0
2523,0
2527,0
2572,0
2653,1
2667,0
2723,0
2725,1
2741,0
2760,0
2767,0
2811,0
2850,0
2867,0
2931,0
2957,0
2963,0
3003,0
3015,0
3037,0
3101,1
3170,0
3293,0
3314,0
3319,0
3347,0
3362,1
3363,0
3374,0
3384,0
3387,0
3401,0
3404,0
3461,0
3471,0
3482,0
3499,0
3503,1
3532,0
3545,0
3590,0
3621,0
3637,1
3654,0
3655,0
3663,0
3671,0
3677,0
3722,0
3724,0
3725,1
3805,0
3855,0
3885,0
3893,0
3915,0
3926,0
3944,0
3978,0
3989,0
4206,0
4238,1
4249,0
4317,0
4330,0
4339,0
4405,0
4426,0
4492,0
