task,truth
10,0
45,0
48,0
49,0
91,0
93,0
137,0
202,0
273,0
292,0
307,0
311,0
316,1
335,0
341,0
363,0
389,0
409,0
449,0
451,1
461,0
474,0
486,0
532,0
564,0
576,0
605,0
606,0
616,0
658,0
697,0
707,0
788,0
838,0
861,0
884,0
921,0
927,0
968,0
985,1
992,1
1109,0
1164,0
1252,0
1303,1
1428,0
1566,0
1568,0
1580,0
1593,0
1619,0
1620,0
1637,0
1654,0
1690,0
1702,0
1707,0
1760,1
1785,0
1795,1
1797,0
1925,0
1929,0
1970,1
2036,0
2049,0
2098,1
2107,0
2132,0
2158,0
2173,0
2211,0
2226,0
2251,1
2282,1
2286,0
2305,0
2361,0
2362,0
2380,0
2394,0
2430,0
2478,0
2482,1
2536,0
2595,0
2617,0
2647,0
2656,1
2690,1
2731,0
2742,0
2748,0
2775,0
2829,0
2884,0
2912,0
2946,0
3023,1
3030,0
3035,0
3044,0
3058,0
3080,0
3115,0
3139,0
3203,0
3210,1
3233,0
3283,0
3285,0
3289,0
3420,0
3477,0
3491,0
3611,0
3652,1
3667,0
3676,1
3697,1
3714,1
3768,0
3798,0
3818,0
3831,0
3834,0
3846,0
3850,0
3858,0
3899,0
3939,0
3967,0
4037,1
4097,0
4111,0
4133,1
4182,0
4222,0
4225,0
4227,1
4241,0
4242,1
4305,0
4309,0
4310,0
4350,0
4375,0
4397,0
4406,0
4427,0
