task,truth
10,0
11,0
54,0
56,0
65,0
81,0
85,0
94,0
121,0
138,0
160,0
169,0
174,0
243,0
267,0
276,1
298,0
302,1
305,0
350,0
383,0
395,0
421,0
456,0
475,0
489,0
494,0
543,0
561,0
568,1
581,0
627,0
646,0
651,0
675,0
704,0
721,0
738,0
760,0
771,0
784,0
811,0
818,0
851,0
854,0
881,0
897,0
914,0
928,0
933,0
950,0
994,0
1037,0
1056,0
1085,1
1098,0
1099,1
1116,0
1122,1
1134,0
1143,1
1156,0
1251,0
1252,0
1254,0
1269,0
1272,0
1273,0
1322,0
1323,0
1396,1
1414,0
1457,0
1475,0
1507,0
1521,0
1582,0
1619,0
1626,0
1656,0
1683,0
1700,0
1710,0
1721,0
1724,0
1739,0
1784,0
1831,0
1838,0
1851,0
1879,1
1882,0
1883,0
1906,0
1918,0
1925,0
1955,0
1961,0
1981,0
1991,0
