worker,task,answer
1.0,1,0
1.0,3,1
1.0,4,1
1.0,5,0
1.0,6,0
1.0,7,0
1.0,8,1
1.0,13,0
1.0,14,1
1.0,15,0
1.0,18,1
1.0,19,1
1.0,20,1
1.0,22,1
1.0,26,1
1.0,29,1
1.0,31,1
1.0,33,0
1.0,35,1
1.0,36,0
1.0,39,0
1.0,40,0
1.0,42,1
1.0,45,0
1.0,48,1
3.0,1,1
3.0,3,0
3.0,4,0
3.0,5,0
3.0,6,0
3.0,7,1
3.0,9,1
3.0,14,0
3.0,17,1
3.0,18,1
3.0,19,0
3.0,24,1
3.0,25,1
3.0,27,0
3.0,28,1
3.0,29,1
3.0,30,1
3.0,35,1
3.0,36,1
3.0,41,1
3.0,44,1
3.0,46,0
3.0,47,1
3.0,49,1
5.0,0,0
5.0,2,1
5.0,4,0
5.0,6,1
5.0,7,0
5.0,8,1
5.0,9,1
5.0,10,0
5.0,12,1
5.0,13,0
5.0,15,1
5.0,16,1
5.0,17,1
5.0,18,1
5.0,20,1
5.0,21,0
5.0,23,1
5.0,24,1
5.0,26,0
5.0,31,0
5.0,34,0
5.0,37,0
5.0,44,1
5.0,45,0
5.0,49,0
6.0,0,1
6.0,1,1
6.0,2,1
6.0,3,0
6.0,4,0
6.0,5,0
6.0,9,1
6.0,10,1
6.0,13,1
6.0,15,0
6.0,16,1
6.0,17,1
6.0,18,1
6.0,20,0
6.0,21,0
6.0,22,1
6.0,23,0
6.0,24,1
6.0,25,1
6.0,27,1
6.0,28,1
6.0,29,1
6.0,30,1
6.0,31,1
6.0,32,1
6.0,34,1
6.0,38,0
6.0,39,1
6.0,41,1
6.0,45,1
6.0,47,1
13.0,1,1
13.0,3,1
13.0,5,0
13.0,8,1
13.0,10,0
13.0,11,1
13.0,13,1
13.0,14,0
13.0,17,1
13.0,19,1
13.0,22,0
13.0,25,0
13.0,26,0
13.0,31,1
13.0,37,1
13.0,38,0
13.0,39,0
13.0,40,1
13.0,42,0
13.0,43,0
13.0,44,1
13.0,46,1
13.0,47,1
13.0,48,1
18.0,0,1
18.0,4,0
18.0,7,1
18.0,8,0
18.0,9,1
18.0,10,1
18.0,13,1
18.0,15,0
18.0,16,1
18.0,21,1
18.0,22,0
18.0,25,0
18.0,26,1
18.0,27,0
