task,truth
0,0
11,0
15,0
20,0
64,0
76,1
139,0
142,0
190,0
192,0
199,0
209,0
218,0
244,0
264,0
283,0
293,0
310,1
355,0
380,0
386,0
406,0
409,0
428,0
444,1
453,0
467,0
482,1
500,0
508,0
540,0
570,0
603,0
620,0
658,0
679,0
715,0
769,0
772,0
787,0
791,0
837,0
871,0
873,0
955,0
983,0
997,0
1005,0
1029,1
1032,1
1043,0
1093,0
1136,0
1169,0
1172,0
1181,0
1203,1
1211,0
1216,1
1220,1
1231,0
1248,1
1258,0
1299,0
1334,0
1355,0
1381,0
1383,0
1387,0
1414,0
1415,0
1425,0
1426,1
1447,0
1470,0
1471,0
1474,0
1487,0
1524,0
1543,0
1566,0
1634,1
1643,0
1650,0
1666,0
1704,0
1711,0
1752,0
1780,1
1793,0
1803,1
1831,0
1835,0
1850,0
1857,1
1886,1
1901,0
1918,0
1956,0
1960,1
