task,truth
6,0
57,1
61,0
79,0
87,0
148,0
167,0
177,1
215,0
234,0
254,0
276,1
311,0
312,0
331,0
361,0
377,0
378,0
418,0
469,1
486,0
494,0
518,0
596,0
605,0
608,0
640,0
663,0
669,0
696,0
713,1
720,0
721,0
731,1
741,0
750,1
779,0
788,0
800,0
814,1
816,0
826,0
894,0
906,0
926,0
930,0
939,0
951,0
982,0
987,0
1011,0
1016,1
1028,0
1055,0
1074,0
1078,0
1106,1
1146,0
1156,0
1157,0
1162,0
1183,0
1215,0
1222,0
1234,0
1269,0
1296,0
1326,0
1363,0
1401,0
1427,0
1461,0
1475,0
1503,0
1521,0
1528,0
1553,0
1576,0
1592,0
1608,0
1629,0
1649,0
1655,1
1669,0
1712,0
1740,0
1763,0
1767,0
1790,0
1791,1
1798,0
1817,0
1841,0
1846,0
1859,0
1897,0
1915,0
1938,0
1954,0
1959,0
