worker,task,answer
0.0,0,1
0.0,1,0
0.0,3,1
0.0,4,0
0.0,5,1
0.0,7,0
0.0,8,1
0.0,10,0
0.0,11,0
0.0,12,1
0.0,13,0
0.0,14,1
0.0,16,1
0.0,18,1
0.0,19,1
0.0,21,1
0.0,26,1
0.0,27,0
0.0,30,1
0.0,31,0
0.0,34,1
0.0,35,0
0.0,36,1
0.0,37,0
0.0,39,0
0.0,40,0
0.0,41,1
0.0,43,0
0.0,44,1
0.0,45,1
0.0,47,0
0.0,49,1
1.0,1,1
1.0,2,0
1.0,3,1
1.0,4,1
1.0,7,1
1.0,8,0
1.0,12,1
1.0,14,1
1.0,18,1
1.0,19,0
1.0,21,0
1.0,22,1
1.0,23,0
1.0,24,1
1.0,25,1
1.0,26,0
1.0,28,0
1.0,33,1
1.0,34,0
1.0,36,0
1.0,37,0
1.0,42,1
1.0,43,0
1.0,44,1
1.0,47,0
1.0,49,1
2.0,3,0
2.0,4,0
2.0,5,0
2.0,6,0
2.0,8,1
2.0,10,1
2.0,13,1
2.0,14,1
2.0,15,1
2.0,16,1
2.0,17,0
2.0,19,1
2.0,21,0
2.0,22,1
2.0,28,0
2.0,29,0
2.0,31,1
2.0,36,1
2.0,37,0
2.0,40,0
2.0,41,1
2.0,46,1
2.0,47,1
2.0,48,0
6.0,1,1
6.0,2,1
6.0,3,1
6.0,4,0
6.0,5,0
6.0,6,1
6.0,8,1
6.0,9,0
6.0,11,0
6.0,14,0
6.0,15,1
6.0,16,0
6.0,17,0
6.0,18,0
6.0,19,0
6.0,20,1
6.0,21,0
6.0,23,0
6.0,25,1
6.0,27,1
6.0,29,0
6.0,30,0
6.0,32,0
6.0,33,1
6.0,36,0
6.0,41,0
6.0,45,0
6.0,48,1
6.0,49,0
8.0,2,1
8.0,3,1
8.0,12,0
8.0,14,1
8.0,15,1
8.0,19,1
8.0,21,0
8.0,23,1
8.0,25,1
8.0,28,1
8.0,29,1
8.0,30,1
8.0,33,1
8.0,36,1
8.0,37,0
8.0,38,0
8.0,40,0
8.0,43,1
8.0,45,0
8.0,47,0
13.0,0,0
13.0,1,0
13.0,5,1
13.0,8,0
13.0,10,0
13.0,14,1
13.0,17,0
13.0,22,0
13.0,26,1
13.0,29,1
13.0,31,1
13.0,33,1
13.0,35,1
13.0,37,1
13.0,38,1
13.0,39,0
13.0,41,1
13.0,42,1
13.0,46,0
13.0,47,1
13.0,48,1
17.0,0,1
17.0,1,0
17.0,2,1
17.0,3,0
17.0,4,0
17.0,6,1
17.0,7,0
17.0,9,1
17.0,10,1
17.0,11,1
