task,truth
9,0
17,0
26,0
36,0
68,0
74,1
84,0
88,0
140,0
143,0
144,1
149,0
185,0
197,0
200,0
218,0
246,0
268,0
298,0
318,0
389,0
437,0
443,0
484,0
538,0
554,0
627,0
631,0
645,0
656,0
712,0
737,0
749,1
760,0
781,0
786,0
788,0
789,0
807,0
862,0
886,0
887,1
890,0
891,0
911,0
925,0
942,0
956,0
973,0
1047,0
1057,0
1061,1
1064,0
1066,0
1083,0
1086,0
1097,0
1101,0
1114,0
1116,0
1148,0
1228,0
1268,0
1275,0
1286,1
1353,1
1403,0
1415,0
1437,0
1445,0
1455,1
1477,0
1480,0
1523,0
1566,0
1586,0
1589,0
1593,0
1666,0
1678,1
1736,0
1739,0
1743,0
1744,0
1766,0
1775,0
1801,0
1851,0
1891,0
1895,0
1902,0
1919,0
1947,0
1954,0
1955,0
1957,0
1968,0
1970,1
1992,0
1998,0
