task,truth
7,0
9,0
27,0
98,0
101,1
110,0
111,0
117,1
149,0
233,1
239,0
291,0
320,0
484,0
545,0
553,0
564,0
636,0
665,0
712,0
759,0
771,0
774,0
778,0
841,0
842,0
849,0
875,0
945,1
953,0
955,0
961,0
966,1
984,0
1017,1
1036,0
1143,1
1157,0
1160,0
1161,0
1183,0
1190,0
1195,0
1213,0
1215,0
1238,0
1239,0
1248,1
1298,0
1301,0
1377,0
1384,0
1401,0
1533,1
1534,0
1537,0
1560,0
1577,0
1606,0
1685,1
1695,0
1756,0
1764,0
1776,0
1850,0
1856,0
1859,0
1868,1
1927,1
1930,0
1952,0
2001,0
2014,0
2057,1
2059,0
2084,0
2118,1
2128,0
2249,0
2275,0
2277,0
2291,0
2302,0
2303,1
2317,0
2339,0
2340,0
2396,0
2402,0
2445,0
2473,0
2622,0
2623,0
2694,0
2702,0
2738,0
2767,0
2793,0
2853,0
2858,0
2889,0
2904,0
2927,0
2928,0
2939,0
2963,0
2967,0
3011,0
3115,0
3225,1
3280,0
3287,0
3290,0
3443,0
3482,0
3552,1
3570,0
3585,0
3596,0
3608,0
3620,0
3654,0
3667,0
3687,0
3726,0
3730,0
3771,0
3773,0
3783,1
3802,0
3827,0
3835,0
3837,0
3860,1
3905,1
4018,1
4029,0
4061,0
4083,0
4102,1
4103,0
4182,0
4207,0
4266,0
4269,0
4277,0
4366,0
4421,0
4471,0
4473,0
