task,truth
53,0
76,1
96,0
114,0
153,0
196,0
321,1
327,0
346,0
376,0
391,0
412,0
425,0
540,0
577,0
646,0
651,0
710,0
729,0
758,0
763,1
770,1
787,0
790,0
884,0
927,0
1013,1
1021,1
1044,0
1075,0
1151,0
1166,0
1226,0
1321,0
1335,0
1339,0
1345,0
1352,0
1389,0
1408,0
1417,0
1418,0
1455,1
1516,0
1538,0
1543,0
1578,0
1612,0
1702,0
1703,0
1715,1
1758,0
1768,0
1779,0
1812,0
1860,0
1862,0
1863,0
1905,1
1925,0
1963,0
1985,0
2012,0
2018,0
2019,0
2045,0
2192,0
2222,0
2226,0
2233,0
2235,0
2274,0
2299,0
2311,0
2315,0
2324,0
2345,0
2348,1
2384,0
2405,0
2414,0
2434,0
2495,0
2545,0
2575,0
2617,0
2630,0
2631,1
2768,1
2791,0
2856,0
2877,0
2900,0
2906,0
2918,0
2930,0
2966,1
2990,0
3029,0
3032,0
3034,0
3060,0
3100,0
3123,0
3177,0
3219,0
3241,0
3258,0
3271,0
3288,0
3346,0
3360,0
3370,0
3378,1
3420,0
3425,0
3431,0
3545,0
3550,0
3588,0
3605,1
3613,0
3641,0
3642,1
3666,0
3679,0
3733,0
3817,0
3848,0
3880,0
3938,0
3939,0
3972,0
4000,0
4033,0
4065,1
4079,0
4111,0
4132,0
4168,0
4215,0
4216,0
4234,0
4293,0
4310,0
4325,0
4333,1
4358,0
4382,0
4497,0
