task,truth
3,0
13,1
26,0
48,0
65,0
80,1
87,0
146,0
192,0
216,0
263,0
297,0
329,0
387,1
389,0
426,0
443,0
473,0
536,0
592,0
613,0
615,0
658,0
672,0
680,0
741,0
744,1
833,0
874,1
879,0
923,0
948,0
951,0
985,1
987,0
1019,0
1039,0
1082,0
1108,0
1130,0
1133,0
1197,0
1263,1
1267,0
1282,1
1283,0
1284,0
1305,0
1340,1
1367,0
1371,0
1378,0
1430,0
1431,0
1433,0
1444,1
1449,0
1499,0
1511,1
1565,0
1571,0
1803,1
1894,0
1911,0
1918,0
1936,0
2047,0
2093,0
2098,1
2186,1
2207,1
2301,0
2307,0
2333,0
2344,0
2378,0
2404,0
2406,0
2411,0
2449,0
2459,0
2464,0
2571,0
2581,0
2626,0
2627,0
2635,0
2640,0
2662,0
2743,1
2760,0
2780,0
2799,0
2814,1
2851,0
2862,0
2882,0
2892,0
2908,0
2912,0
2932,0
2944,0
2957,0
2960,0
2968,0
3052,1
3066,0
3071,0
3137,0
3142,0
3190,0
3293,0
3295,0
3338,0
3342,0
3392,0
3447,0
3506,0
3508,0
3567,0
3589,0
3614,0
3643,0
3647,0
3698,0
3739,0
3775,0
3851,0
3960,0
3964,0
4019,0
4052,0
4062,0
4075,0
4082,0
4091,1
4092,0
4122,0
4133,1
4203,0
4217,1
4219,0
4221,0
4239,0
4340,0
4350,0
4381,0
4386,0
4402,0
4468,0
