task,truth
77,0
89,0
133,0
139,0
153,0
182,0
221,0
222,0
241,0
267,0
276,1
279,0
280,0
295,0
346,0
360,0
371,0
423,0
438,0
462,0
510,0
512,0
525,0
544,0
577,0
593,0
598,0
666,0
682,0
683,0
724,0
752,0
805,0
816,0
825,0
833,0
843,0
880,0
932,0
938,0
940,0
945,1
954,0
959,0
960,0
1023,0
1033,0
1039,0
1080,0
1094,0
1108,0
1118,0
1132,0
1167,0
1171,0
1175,1
1192,0
1226,0
1266,1
1287,0
1296,0
1309,0
1373,0
1408,0
1413,0
1418,0
1423,0
1427,0
1436,0
1438,0
1439,0
1453,0
1472,0
1498,0
1502,0
1521,0
1522,0
1540,0
1562,0
1572,0
1574,0
1653,0
1675,0
1705,0
1719,1
1727,0
1741,0
1782,0
1795,1
1826,1
1827,0
1859,0
1873,0
1882,0
1956,0
1959,0
1960,1
1966,0
1974,0
1994,1
