worker,task,answer
A3TSHG5R492EHU,841,0
A3CFNUD7VR2E1E,841,1
A29PMRCRJ7Q9ZD,841,0
A2QNS7MODF0A2N,841,0
A1SCNO7L71ITFY,841,1
A1SCNO7L71ITFY,842,0
A9K49S97N9S9Y,842,0
A3SWVCOJPJM7KQ,842,0
A3CFNUD7VR2E1E,842,0
A3TSHG5R492EHU,842,0
A1YW00TFC187CC,843,1
A29PMRCRJ7Q9ZD,843,0
A2QNS7MODF0A2N,843,0
AF3G0V1QQAU80,843,0
A3TSHG5R492EHU,843,0
A2D2UXKO4AWBO8,844,0
A3TSHG5R492EHU,844,0
A1YW00TFC187CC,844,0
A29PMRCRJ7Q9ZD,844,0
A25JF6K0WTD7RD,844,0
AF3G0V1QQAU80,845,1
A1SCNO7L71ITFY,845,1
A3TSHG5R492EHU,845,0
A2QNS7MODF0A2N,845,1
A37TAQZGFFIPF6,845,1
A39LJRF4LGAIX5,846,1
A1SCNO7L71ITFY,846,0
A3TSHG5R492EHU,846,0
AQ3M9XJK8WOII,846,0
A2QNS7MODF0A2N,846,0
A3TSHG5R492EHU,847,0
A1YW00TFC187CC,847,0
A39LJRF4LGAIX5,847,1
A2NBP5OTOYX3WK,847,0
A1SCNO7L71ITFY,847,0
A3TSHG5R492EHU,848,0
A1SCNO7L71ITFY,848,0
A14PY6OO6SQ3K0,848,1
A2NBP5OTOYX3WK,848,1
A3SWVCOJPJM7KQ,848,1
A1YW00TFC187CC,849,1
A2QNS7MODF0A2N,849,0
A3TSHG5R492EHU,849,1
A1SCNO7L71ITFY,849,1
A14PY6OO6SQ3K0,849,1
A2H3M1JVY991Q3,850,0
A3TSHG5R492EHU,850,0
A14PY6OO6SQ3K0,850,1
A3P08N6X9HDJ2V,850,1
A1SCNO7L71ITFY,850,1
A3CFNUD7VR2E1E,851,0
A3TSHG5R492EHU,851,0
A25JF6K0WTD7RD,851,0
A1SCNO7L71ITFY,851,0
A2QNS7MODF0A2N,851,0
A3TSHG5R492EHU,852,0
A3CFNUD7VR2E1E,852,1
A1TTA3N401CZTS,852,1
A1YW00TFC187CC,852,1
A2H3M1JVY991Q3,852,1
A3U5GS55UEF5C8,853,0
A3CFNUD7VR2E1E,853,0
AQ3M9XJK8WOII,853,0
A1SCNO7L71ITFY,853,0
A3TSHG5R492EHU,853,0
A3CFNUD7VR2E1E,854,1
A1YW00TFC187CC,854,1
A2QNS7MODF0A2N,854,1
A3TSHG5R492EHU,854,0
A2NDGTBR25ADTU,854,1
A3TSHG5R492EHU,855,0
AF3G0V1QQAU80,855,0
A39LJRF4LGAIX5,855,1
A2H3M1JVY991Q3,855,0
A1SCNO7L71ITFY,855,1
A3TSHG5R492EHU,856,0
A2H3M1JVY991Q3,856,0
A1YW00TFC187CC,856,0
A2QNS7MODF0A2N,856,0
A1SCNO7L71ITFY,856,0
A1SCNO7L71ITFY,857,0
A3CFNUD7VR2E1E,857,0
A2NBP5OTOYX3WK,857,0
A1YW00TFC187CC,857,0
A3TSHG5R492EHU,857,0
A1SCNO7L71ITFY,858,0
A3SWVCOJPJM7KQ,858,0
A2H3M1JVY991Q3,858,1
A3TSHG5R492EHU,858,0
AF3G0V1QQAU80,858,0
A2H3M1JVY991Q3,859,1
A1SCNO7L71ITFY,859,0
A3U5GS55UEF5C8,859,1
A3TSHG5R492EHU,859,0
A2QNS7MODF0A2N,859,1
A2P37651146LL5,860,1
A2QNS7MODF0A2N,860,0
A39LJRF4LGAIX5,860,1
A3TSHG5R492EHU,860,0
AB5C1BRQTC19Q,860,1
