worker,task,answer
A1SCNO7L71ITFY,701,1
A3U5GS55UEF5C8,701,1
A3TSHG5R492EHU,701,0
A2NBP5OTOYX3WK,701,1
A3CFNUD7VR2E1E,701,1
A2H3M1JVY991Q3,702,1
A1OI81FMMZ26J7,702,0
A1SCNO7L71ITFY,702,0
A26UFW98CIYDOI,702,1
A29PMRCRJ7Q9ZD,702,1
A1SCNO7L71ITFY,703,1
A3TSHG5R492EHU,703,0
A29PMRCRJ7Q9ZD,703,1
A2NBP5OTOYX3WK,703,1
A3P08N6X9HDJ2V,703,1
A3CFNUD7VR2E1E,704,1
A37TAQZGFFIPF6,704,1
A2H3M1JVY991Q3,704,1
A1SCNO7L71ITFY,704,1
A3TSHG5R492EHU,704,0
A1SCNO7L71ITFY,705,0
A29PMRCRJ7Q9ZD,705,1
A3TSHG5R492EHU,705,0
A2QNS7MODF0A2N,705,0
A2NBP5OTOYX3WK,705,1
A17G2QHR8AH5VV,706,0
A29PMRCRJ7Q9ZD,706,1
A3TSHG5R492EHU,706,1
A2H3M1JVY991Q3,706,1
A2460QZM5TZC4V,706,1
A1SCNO7L71ITFY,707,0
A17G2QHR8AH5VV,707,0
A2F0NZQ8F9ON8C,707,0
A3OZ8KF0HWSVWK,707,0
A3TSHG5R492EHU,707,0
A3TSHG5R492EHU,708,0
A1SCNO7L71ITFY,708,1
A3OZ8KF0HWSVWK,708,1
A1YW00TFC187CC,708,0
A1E3MS4AD1WM8V,708,0
A8JXHGJIXG2NQ,709,0
A1SCNO7L71ITFY,709,0
A3TSHG5R492EHU,709,0
A29PMRCRJ7Q9ZD,709,1
A3QTDW5WP4GFKV,709,0
A20JR0E01UKKDC,710,1
A29PMRCRJ7Q9ZD,710,1
A37TAQZGFFIPF6,710,1
A3TSHG5R492EHU,710,0
A2NBP5OTOYX3WK,710,1
