worker,task,answer
AF3G0V1QQAU80,881,0
A3CFNUD7VR2E1E,881,0
A2NBP5OTOYX3WK,881,1
A3TSHG5R492EHU,881,0
A1SCNO7L71ITFY,881,0
A2QNS7MODF0A2N,882,0
A3U5GS55UEF5C8,882,1
A3TSHG5R492EHU,882,0
A1SCNO7L71ITFY,882,1
A39LJRF4LGAIX5,882,1
A29PMRCRJ7Q9ZD,883,0
A3TSHG5R492EHU,883,0
A1SCNO7L71ITFY,883,0
A2H3M1JVY991Q3,883,0
A243EPKB9EW005,883,0
A1SCNO7L71ITFY,884,0
A3TSHG5R492EHU,884,0
A1YW00TFC187CC,884,0
A3CFNUD7VR2E1E,884,0
A2H3M1JVY991Q3,884,0
A9K49S97N9S9Y,885,0
A296F95XZ8N4S6,885,1
A1SCNO7L71ITFY,885,1
A3TSHG5R492EHU,885,0
A2H3M1JVY991Q3,885,1
AF3G0V1QQAU80,886,0
A2QNS7MODF0A2N,886,0
A14PY6OO6SQ3K0,886,1
A1YW00TFC187CC,886,0
A3TSHG5R492EHU,886,0
A2H3M1JVY991Q3,887,0
A1SCNO7L71ITFY,887,1
A2QNS7MODF0A2N,887,1
A3TSHG5R492EHU,887,0
A2NBP5OTOYX3WK,887,1
A2QNS7MODF0A2N,888,1
A2H3M1JVY991Q3,888,1
A39LJRF4LGAIX5,888,1
A3TSHG5R492EHU,888,1
A2P37651146LL5,888,1
AF3G0V1QQAU80,889,0
A3QJWBEC5A5OEG,889,1
A1SCNO7L71ITFY,889,0
A9K49S97N9S9Y,889,0
A3TSHG5R492EHU,889,0
A3TSHG5R492EHU,890,0
A2P37651146LL5,890,0
A1SCNO7L71ITFY,890,0
AF3G0V1QQAU80,890,0
A2QNS7MODF0A2N,890,0
A29PMRCRJ7Q9ZD,891,1
A1YW00TFC187CC,891,0
A25JF6K0WTD7RD,891,0
A2QNS7MODF0A2N,891,0
A3TSHG5R492EHU,891,0
A1SCNO7L71ITFY,892,0
A1YW00TFC187CC,892,0
AF3G0V1QQAU80,892,0
A2P37651146LL5,892,1
A3TSHG5R492EHU,892,0
A14PY6OO6SQ3K0,893,0
A3CFNUD7VR2E1E,893,1
A3TSHG5R492EHU,893,0
A1SCNO7L71ITFY,893,0
A3SWVCOJPJM7KQ,893,0
A1YW00TFC187CC,894,0
A3CFNUD7VR2E1E,894,0
A3TSHG5R492EHU,894,0
A1SCNO7L71ITFY,894,0
A2P37651146LL5,894,0
A3U5GS55UEF5C8,895,1
A1SCNO7L71ITFY,895,1
A3TSHG5R492EHU,895,0
AF3G0V1QQAU80,895,1
A3CFNUD7VR2E1E,895,1
A2NBP5OTOYX3WK,896,0
A3TSHG5R492EHU,896,0
A1YW00TFC187CC,896,0
A1SCNO7L71ITFY,896,0
A2H3M1JVY991Q3,896,1
A3TSHG5R492EHU,897,0
AF3G0V1QQAU80,897,0
A1SCNO7L71ITFY,897,0
A29PMRCRJ7Q9ZD,897,0
A2H3M1JVY991Q3,897,1
A2H3M1JVY991Q3,898,1
A3CFNUD7VR2E1E,898,1
A14PY6OO6SQ3K0,898,1
A3TSHG5R492EHU,898,0
A1YW00TFC187CC,898,1
AB5C1BRQTC19Q,899,0
A29PMRCRJ7Q9ZD,899,0
A17RJ1RVSJ6Z9Y,899,1
A3CFNUD7VR2E1E,899,0
A3TSHG5R492EHU,899,0
A14PY6OO6SQ3K0,900,0
A2QNS7MODF0A2N,900,0
AF3G0V1QQAU80,900,0
A1SCNO7L71ITFY,900,1
A3TSHG5R492EHU,900,0
