worker,task,answer
A3TSHG5R492EHU,751,1
A39LJRF4LGAIX5,751,1
A3CMYDBINK8ZS2,751,1
A1SCNO7L71ITFY,751,1
A1YW00TFC187CC,751,1
A3TSHG5R492EHU,752,0
A1SCNO7L71ITFY,752,0
AADB14P6ZCSOC,752,0
A2P37651146LL5,752,0
A3P08N6X9HDJ2V,752,0
A1SCNO7L71ITFY,753,1
AADB14P6ZCSOC,753,1
A29PMRCRJ7Q9ZD,753,1
A1NQT28GZTFLGA,753,1
A3U1K9X1LXA5JA,753,1
A29PMRCRJ7Q9ZD,754,0
A1SCNO7L71ITFY,754,0
A3TSHG5R492EHU,754,0
A3QTDW5WP4GFKV,754,0
A2P37651146LL5,754,0
A1OI81FMMZ26J7,755,1
A3HQX4BG2WZFTU,755,1
A2F0NZQ8F9ON8C,755,1
A3U1K9X1LXA5JA,755,1
A3P08N6X9HDJ2V,755,1
A3TSHG5R492EHU,756,0
A2NBP5OTOYX3WK,756,0
A37TAQZGFFIPF6,756,0
A1NQT28GZTFLGA,756,0
A1SCNO7L71ITFY,756,1
A1SCNO7L71ITFY,757,1
A29PMRCRJ7Q9ZD,757,1
A3OZ8KF0HWSVWK,757,0
A3QTDW5WP4GFKV,757,0
A2NBP5OTOYX3WK,757,0
A3TSHG5R492EHU,758,0
A3SWVCOJPJM7KQ,758,0
A3CFNUD7VR2E1E,758,0
A2NBP5OTOYX3WK,758,0
A2QNS7MODF0A2N,758,0
A1SCNO7L71ITFY,759,1
A3QTDW5WP4GFKV,759,0
A3OZ8KF0HWSVWK,759,0
A14PY6OO6SQ3K0,759,0
A3TSHG5R492EHU,759,1
A2QNS7MODF0A2N,760,0
ARX0S1CIDJLOX,760,0
A1TTA3N401CZTS,760,0
A3TSHG5R492EHU,760,0
A29PMRCRJ7Q9ZD,760,0
