worker,task,answer
A2F0NZQ8F9ON8C,581,1
A2H3M1JVY991Q3,581,1
A2NBP5OTOYX3WK,581,1
A3P08N6X9HDJ2V,581,1
A3TSHG5R492EHU,581,0
A3CFNUD7VR2E1E,582,0
A3TSHG5R492EHU,582,0
A29PMRCRJ7Q9ZD,582,1
A3OZ8KF0HWSVWK,582,0
A37TAQZGFFIPF6,582,0
A3OZ8KF0HWSVWK,583,0
A2QNS7MODF0A2N,583,0
A3TSHG5R492EHU,583,0
A2NBP5OTOYX3WK,583,0
A1OI81FMMZ26J7,583,0
A3P08N6X9HDJ2V,584,0
A37TAQZGFFIPF6,584,0
A29PMRCRJ7Q9ZD,584,1
A3U1K9X1LXA5JA,584,0
A1E3MS4AD1WM8V,584,1
A1OI81FMMZ26J7,585,0
ARX0S1CIDJLOX,585,0
A1SCNO7L71ITFY,585,0
A3QTDW5WP4GFKV,585,1
A3CMYDBINK8ZS2,585,0
A3QTDW5WP4GFKV,586,1
A3TSHG5R492EHU,586,1
A1SCNO7L71ITFY,586,1
A3U1K9X1LXA5JA,586,1
A2460QZM5TZC4V,586,1
A3TSHG5R492EHU,587,0
A1E3MS4AD1WM8V,587,0
A2QNS7MODF0A2N,587,0
A37TAQZGFFIPF6,587,0
A3QTDW5WP4GFKV,587,0
A3HQX4BG2WZFTU,588,1
A3QTDW5WP4GFKV,588,0
A17G2QHR8AH5VV,588,0
A3U1K9X1LXA5JA,588,1
A1SCNO7L71ITFY,588,1
A1SCNO7L71ITFY,589,1
A29PMRCRJ7Q9ZD,589,1
A1C8QK1FPEOOZN,589,1
A3TSHG5R492EHU,589,1
A296F95XZ8N4S6,589,1
A1E3MS4AD1WM8V,590,1
A3TSHG5R492EHU,590,0
A29PMRCRJ7Q9ZD,590,1
A1SCNO7L71ITFY,590,1
AADB14P6ZCSOC,590,1
