task,truth
3,0
35,0
50,0
55,0
87,0
95,0
114,0
116,0
134,1
139,0
143,0
150,0
154,0
156,0
162,0
165,0
210,0
236,0
270,0
333,0
339,0
355,0
364,0
374,0
389,0
415,0
418,0
427,0
474,0
478,0
507,0
526,1
528,0
537,0
551,0
562,0
704,0
711,0
726,0
742,0
778,0
785,0
822,0
861,0
863,0
877,0
886,0
921,0
939,0
949,0
980,0
1006,0
1032,1
1037,0
1038,1
1061,1
1073,0
1084,0
1111,0
1120,0
1130,0
1139,0
1157,0
1160,0
1200,0
1220,1
1319,1
1341,1
1351,0
1353,1
1358,0
1369,0
1450,0
1464,0
1509,0
1529,1
1542,0
1565,0
1590,0
1620,0
1628,0
1647,0
1679,0
1757,0
1764,0
1776,0
1779,0
1784,0
1836,0
1888,0
1921,0
1922,0
1937,0
1943,0
1946,0
1959,0
1961,0
1968,0
1973,0
1986,0
