task,truth
16,0
27,0
34,0
90,0
123,1
135,1
141,0
163,0
181,0
184,0
190,0
212,0
253,0
262,0
295,0
318,0
324,0
336,0
341,0
357,0
403,0
449,0
451,1
547,1
579,0
585,0
616,0
622,0
625,0
630,0
635,0
687,1
723,0
733,0
741,0
751,0
756,0
759,0
763,1
794,0
839,0
872,0
895,0
896,1
905,0
927,0
932,0
942,0
950,0
978,0
992,1
994,0
1004,1
1017,1
1022,0
1024,0
1027,0
1039,0
1042,0
1047,0
1089,0
1104,0
1161,0
1190,0
1194,0
1211,0
1246,1
1259,0
1286,1
1294,1
1339,0
1347,0
1405,0
1418,0
1421,0
1429,0
1479,0
1498,0
1512,0
1583,0
1623,0
1666,0
1693,0
1700,0
1728,0
1740,0
1742,0
1744,0
1750,0
1760,1
1774,0
1805,0
1855,0
1867,0
1872,0
1913,0
1916,0
1923,0
1989,0
1994,1
