task,truth
6,0
12,0
58,0
80,1
102,0
144,1
164,0
174,0
293,0
302,1
305,0
386,0
388,1
395,0
397,0
443,0
481,0
489,0
512,0
513,0
516,0
527,0
529,0
633,0
666,0
689,0
710,0
734,0
739,0
748,1
772,0
801,0
814,1
818,0
827,0
832,0
836,0
859,0
893,0
897,0
922,0
938,0
941,0
945,1
997,0
1026,0
1031,0
1090,1
1094,0
1115,1
1118,0
1175,1
1180,0
1193,0
1201,0
1256,0
1261,1
1263,1
1264,0
1270,0
1272,0
1292,0
1320,0
1331,0
1335,0
1382,0
1388,0
1398,0
1401,0
1402,0
1456,0
1466,0
1470,0
1549,0
1572,0
1597,0
1610,0
1625,0
1640,0
1650,0
1653,0
1674,0
1685,1
1707,0
1714,0
1732,0
1768,0
1792,0
1808,0
1846,0
1853,0
1862,0
1914,0
1926,1
1945,0
1957,0
1966,0
1992,0
1993,0
1999,1
