worker,task,answer
0.0,7,0
0.0,10,0
0.0,18,1
0.0,22,1
0.0,24,1
0.0,31,0
0.0,33,1
0.0,48,0
0.0,49,0
6.0,1,1
6.0,5,0
6.0,6,1
6.0,12,1
6.0,13,0
6.0,19,1
6.0,24,1
6.0,37,1
6.0,39,0
6.0,48,1
6.0,49,0
8.0,1,0
8.0,2,0
8.0,9,1
8.0,11,0
8.0,19,0
8.0,25,1
8.0,29,0
8.0,35,0
8.0,37,1
8.0,38,0
8.0,39,0
8.0,40,0
8.0,43,0
8.0,45,0
8.0,49,1
13.0,1,1
13.0,9,0
13.0,10,1
13.0,15,0
13.0,21,1
13.0,25,1
13.0,28,1
13.0,30,1
13.0,33,0
13.0,35,0
13.0,36,0
13.0,38,0
13.0,43,1
13.0,45,1
13.0,49,0
17.0,6,0
17.0,10,1
17.0,17,0
17.0,22,1
17.0,23,1
17.0,27,1
17.0,29,0
17.0,31,1
17.0,34,0
17.0,41,1
17.0,42,1
17.0,44,0
17.0,45,1
17.0,49,1
22.0,0,0
22.0,1,0
22.0,2,1
22.0,4,0
22.0,7,1
22.0,11,1
22.0,13,1
22.0,15,0
22.0,18,1
22.0,19,1
22.0,25,1
22.0,33,1
22.0,34,1
22.0,35,1
22.0,38,1
22.0,40,0
22.0,43,0
22.0,45,1
22.0,47,1
22.0,49,0
25.0,0,1
25.0,3,0
25.0,11,1
25.0,13,1
25.0,15,0
25.0,17,0
25.0,19,1
25.0,20,1
25.0,21,0
25.0,34,0
25.0,38,1
25.0,45,1
25.0,46,1
25.0,47,1
25.0,49,1
27.0,1,0
27.0,4,0
27.0,5,1
27.0,7,1
27.0,16,1
27.0,19,0
27.0,26,0
27.0,27,1
27.0,30,0
27.0,32,0
27.0,36,0
27.0,39,1
27.0,40,1
27.0,41,0
27.0,43,1
27.0,47,0
30.0,0,0
30.0,4,0
30.0,11,1
30.0,14,0
30.0,19,0
30.0,20,1
30.0,21,1
30.0,24,1
30.0,26,1
30.0,36,1
30.0,39,1
30.0,43,1
30.0,46,1
30.0,47,0
30.0,49,0
31.0,0,0
31.0,1,1
31.0,4,1
31.0,10,1
31.0,13,1
31.0,19,0
31.0,21,0
31.0,22,1
31.0,25,1
31.0,26,1
31.0,32,1
31.0,33,1
31.0,34,1
31.0,42,0
31.0,43,0
31.0,49,1
32.0,3,1
32.0,6,0
32.0,9,1
32.0,11,1
32.0,15,1
32.0,18,0
32.0,19,0
32.0,25,0
32.0,26,0
32.0,28,1
32.0,29,1
32.0,32,0
32.0,34,0
32.0,39,1
32.0,41,0
32.0,42,1
32.0,46,1
32.0,47,0
32.0,49,1
33.0,3,1
33.0,4,0
33.0,5,1
33.0,6,0
33.0,7,1
33.0,12,0
33.0,14,0
33.0,15,0
33.0,21,1
33.0,22,0
33.0,32,0
33.0,35,0
33.0,37,0
33.0,41,0
33.0,46,1
33.0,49,1
34.0,0,0
34.0,3,1
34.0,5,0
34.0,8,1
34.0,11,1
34.0,15,0
34.0,17,1
34.0,18,0
34.0,20,0
34.0,26,0
34.0,31,0
34.0,33,0
34.0,37,0
34.0,43,1
34.0,44,1
34.0,49,0
38.0,2,0
38.0,3,0
38.0,7,1
38.0,8,1
38.0,10,1
38.0,12,1
38.0,13,1
38.0,14,0
38.0,22,1
38.0,23,0
38.0,24,1
38.0,32,0
38.0,37,1
38.0,38,0
38.0,41,0
38.0,45,1
38.0,47,0
39.0,0,0
39.0,2,0
39.0,5,1
39.0,8,0
39.0,12,1
39.0,16,1
39.0,17,0
39.0,18,1
39.0,20,1
39.0,22,1
39.0,27,1
39.0,30,1
39.0,34,0
39.0,37,0
39.0,40,1
39.0,41,0
39.0,48,1
43.0,8,1
43.0,9,0
43.0,10,1
43.0,12,1
43.0,18,0
43.0,22,1
43.0,24,1
43.0,31,0
43.0,33,1
43.0,34,0
43.0,41,0
43.0,43,1
44.0,0,0
44.0,1,1
44.0,6,0
44.0,11,0
44.0,13,1
44.0,14,0
44.0,16,1
44.0,18,1
44.0,19,1
44.0,20,1
44.0,24,1
44.0,26,0
44.0,38,0
44.0,40,0
44.0,42,1
44.0,46,1
44.0,48,1
48.0,0,0
48.0,1,0
48.0,3,1
48.0,4,0
48.0,6,1
48.0,10,1
48.0,11,1
48.0,12,1
48.0,16,1
48.0,19,0
48.0,25,1
48.0,29,0
48.0,33,1
48.0,34,0
48.0,35,0
48.0,37,1
48.0,42,0
48.0,43,0
50.0,3,0
50.0,6,0
50.0,9,1
50.0,10,1
50.0,16,1
50.0,17,1
50.0,18,0
50.0,27,1
50.0,30,1
50.0,36,1
50.0,37,0
50.0,40,1
50.0,43,0
50.0,44,1
50.0,48,0
50.0,49,0
51.0,0,1
51.0,2,0
51.0,6,0
51.0,11,1
51.0,18,1
51.0,20,0
51.0,26,0
51.0,33,1
51.0,36,1
51.0,37,1
51.0,38,0
51.0,44,1
51.0,45,1
51.0,46,0
54.0,0,1
54.0,2,0
54.0,3,0
54.0,6,0
54.0,8,0
54.0,11,0
54.0,13,1
54.0,14,0
54.0,15,0
54.0,16,1
54.0,20,0
54.0,23,0
54.0,24,1
54.0,28,1
54.0,34,1
54.0,35,0
54.0,36,0
54.0,37,1
54.0,39,1
54.0,41,1
54.0,42,0
61.0,7,0
61.0,8,0
61.0,10,1
61.0,14,1
61.0,18,1
61.0,21,1
61.0,22,1
61.0,23,0
61.0,27,1
61.0,28,0
61.0,29,1
61.0,30,1
61.0,33,1
61.0,34,1
61.0,41,1
61.0,42,0
61.0,43,0
61.0,48,0
62.0,2,0
62.0,7,1
62.0,9,0
62.0,11,1
62.0,12,0
62.0,14,1
62.0,16,0
62.0,17,1
62.0,20,0
62.0,24,1
62.0,25,1
62.0,26,0
62.0,27,0
62.0,35,1
62.0,37,1
62.0,38,0
62.0,41,0
62.0,44,0
63.0,1,0
63.0,4,0
63.0,8,1
63.0,10,1
63.0,18,0
63.0,22,1
63.0,25,1
63.0,26,0
63.0,36,0
63.0,41,0
63.0,43,1
63.0,44,0
63.0,45,0
65.0,1,0
65.0,6,0
65.0,7,1
65.0,12,0
65.0,20,1
65.0,21,1
65.0,23,0
65.0,25,1
65.0,26,1
65.0,27,0
65.0,36,1
65.0,40,1
66.0,6,0
66.0,7,1
66.0,8,0
66.0,9,0
66.0,15,0
66.0,17,1
66.0,18,0
66.0,22,0
66.0,23,1
66.0,25,0
66.0,28,1
66.0,30,1
66.0,33,1
66.0,34,0
66.0,35,1
66.0,37,1
66.0,40,1
66.0,41,1
66.0,48,0
75.0,0,1
75.0,1,1
75.0,4,1
75.0,5,1
75.0,7,1
75.0,8,0
75.0,12,1
75.0,13,0
75.0,14,0
75.0,15,0
75.0,17,1
75.0,30,1
75.0,33,1
75.0,34,1
75.0,35,0
75.0,47,1
75.0,49,1
79.0,1,0
79.0,2,1
79.0,6,1
79.0,9,1
79.0,12,1
79.0,16,1
79.0,17,0
79.0,25,0
79.0,27,0
79.0,29,0
79.0,30,1
79.0,33,1
79.0,43,0
79.0,44,0
79.0,45,0
88.0,1,0
88.0,3,1
88.0,5,1
88.0,7,1
88.0,8,1
88.0,23,1
88.0,24,1
88.0,33,1
88.0,38,0
88.0,41,0
88.0,42,0
88.0,49,1
90.0,2,0
90.0,3,1
90.0,4,1
90.0,16,0
90.0,17,1
90.0,18,1
90.0,20,0
90.0,27,0
90.0,35,1
90.0,37,1
90.0,38,1
90.0,43,0
90.0,46,0
90.0,47,1
90.0,49,0
93.0,2,1
93.0,3,0
93.0,4,1
93.0,7,1
93.0,15,0
93.0,17,0
93.0,22,1
93.0,23,1
93.0,24,0
93.0,27,0
93.0,28,0
93.0,29,1
93.0,31,1
93.0,32,1
93.0,38,0
93.0,39,0
93.0,40,0
93.0,48,0
94.0,0,0
94.0,3,1
94.0,5,1
94.0,6,0
94.0,7,0
94.0,11,0
94.0,13,0
94.0,18,1
94.0,24,1
94.0,27,1
94.0,28,1
94.0,33,1
94.0,35,0
94.0,39,1
94.0,44,1
94.0,45,1
94.0,46,0
94.0,47,1
94.0,49,1
95.0,6,0
95.0,12,1
95.0,16,1
95.0,22,1
95.0,25,0
95.0,27,0
95.0,29,0
95.0,33,1
95.0,35,0
95.0,40,0
95.0,41,0
95.0,42,0
95.0,43,1
95.0,49,1
96.0,2,0
96.0,8,1
96.0,12,1
96.0,13,1
96.0,21,1
96.0,23,1
96.0,25,0
96.0,27,1
96.0,33,1
96.0,36,1
96.0,39,1
96.0,40,0
96.0,43,1
99.0,1,0
99.0,3,1
99.0,4,1
99.0,13,1
99.0,16,1
99.0,18,1
99.0,20,0
99.0,22,1
99.0,23,1
99.0,29,1
99.0,36,0
99.0,40,1
99.0,44,1
99.0,46,1
99.0,49,0
104.0,3,1
104.0,4,1
104.0,6,0
104.0,11,1
104.0,15,1
104.0,17,1
104.0,20,1
104.0,21,0
104.0,29,1
104.0,32,0
104.0,33,1
104.0,47,1
104.0,48,0
106.0,0,0
106.0,4,1
106.0,10,0
106.0,12,1
106.0,15,0
106.0,17,1
106.0,20,1
106.0,22,1
106.0,24,1
106.0,29,0
106.0,35,0
106.0,36,0
106.0,37,0
108.0,0,0
108.0,1,1
108.0,4,0
108.0,13,1
108.0,17,1
108.0,21,1
108.0,25,0
108.0,26,1
108.0,30,1
108.0,33,1
108.0,38,1
108.0,46,0
110.0,2,1
110.0,5,1
110.0,9,1
110.0,11,0
110.0,12,1
110.0,15,0
110.0,17,1
110.0,19,1
110.0,22,1
110.0,23,1
110.0,27,0
110.0,31,1
110.0,32,0
110.0,39,0
110.0,43,1
110.0,44,0
110.0,46,0
111.0,7,0
111.0,9,0
111.0,18,0
111.0,38,0
113.0,0,1
113.0,1,1
113.0,8,1
113.0,9,1
113.0,12,0
113.0,18,0
113.0,19,0
113.0,20,0
113.0,21,0
113.0,24,1
113.0,26,0
113.0,29,0
113.0,35,0
113.0,37,1
113.0,39,1
113.0,40,1
113.0,41,0
113.0,47,1
113.0,48,0
114.0,3,0
114.0,4,1
114.0,11,0
114.0,13,0
114.0,16,1
114.0,20,0
114.0,22,1
114.0,25,0
114.0,26,0
114.0,30,1
114.0,31,0
114.0,40,0
114.0,42,1
114.0,46,0
114.0,49,0
118.0,0,0
118.0,3,0
118.0,10,1
118.0,11,1
118.0,19,0
118.0,25,0
118.0,27,1
118.0,34,0
118.0,37,1
118.0,38,0
118.0,46,0
118.0,48,0
118.0,49,0
119.0,6,0
119.0,19,0
119.0,25,1
119.0,34,0
119.0,35,1
119.0,36,1
119.0,37,1
119.0,38,0
119.0,41,0
119.0,43,1
122.0,0,0
122.0,6,1
122.0,8,1
122.0,15,0
122.0,18,0
122.0,19,0
122.0,23,1
122.0,25,0
122.0,26,0
122.0,29,1
122.0,34,0
122.0,38,0
122.0,41,1
