task,truth
6,0
20,0
24,0
32,0
46,0
51,0
58,0
71,0
121,0
146,0
153,0
160,0
166,0
197,0
201,0
202,0
204,0
216,0
248,1
255,1
259,0
306,1
347,0
365,0
384,0
397,0
422,0
429,0
434,0
477,0
480,0
496,0
507,0
556,0
559,1
584,0
592,0
652,0
688,1
698,0
708,0
720,0
812,0
835,0
851,0
855,0
866,0
877,0
887,1
914,0
927,0
930,0
932,0
948,0
953,0
1036,0
1038,1
1045,0
1067,0
1075,0
1103,1
1113,0
1119,1
1136,0
1152,0
1214,0
1220,1
1222,0
1249,0
1308,0
1380,0
1415,0
1433,0
1437,0
1457,0
1460,0
1490,0
1554,0
1565,0
1582,0
1584,0
1599,0
1603,0
1618,0
1624,0
1649,0
1654,0
1676,0
1686,0
1749,0
1786,0
1803,1
1834,0
1869,0
1877,1
1909,0
1918,0
1921,0
1927,1
1950,0
