task,truth
37,0
49,0
62,0
63,0
65,0
77,0
79,0
82,0
100,1
106,1
109,0
204,0
212,0
234,0
245,0
262,0
265,0
274,0
293,0
311,0
314,0
372,0
378,0
380,0
408,0
444,1
452,0
485,1
515,0
587,0
637,0
647,0
663,0
700,0
714,0
730,0
741,0
751,0
753,0
755,0
763,1
768,0
774,0
784,0
819,0
858,0
886,0
906,0
912,1
913,0
926,0
947,0
955,0
958,0
982,0
993,0
1018,1
1034,1
1132,0
1134,0
1159,0
1180,0
1210,0
1213,0
1262,0
1275,0
1311,0
1328,0
1367,0
1386,0
1407,0
1416,0
1419,0
1423,0
1429,0
1440,0
1453,0
1482,1
1483,0
1487,0
1501,0
1518,0
1530,0
1536,0
1572,0
1595,0
1645,0
1650,0
1700,0
1739,0
1750,0
1757,0
1796,0
1797,0
1840,0
1860,0
1873,0
1886,1
1910,0
1927,1
