worker,task,answer
A153PKAL7OAY36,28,1
A2AJO7WHWIKEHR,28,0
A2BTR0GQ5B5JI6,28,0
A2DO3HBE5HGVEN,28,0
A2ITXTZLLTI4GO,28,0
A2JP3HEL3J25AJ,28,0
A2NVEB91139A29,28,0
A31OCN4MNHUQ6W,28,0
A3NN88JE3JU6SK,28,0
A4X14HN0F6KVW,28,0
A153PKAL7OAY36,37,0
A28ZHJ9ASQ49IY,37,0
A2BTR0GQ5B5JI6,37,0
A2ITXTZLLTI4GO,37,0
A2PPUWIXQTM43F,37,3
A2QJU93US627QI,37,0
A2VL24C5P7Y3DJ,37,1
A3FN8S0N5JNAL6,37,1
A3NN88JE3JU6SK,37,0
AJSJVK40F5HM6,37,0
A18HIFA78GUAG9,69,1
A1JTOT0DWM6QGL,69,1
A2DO3HBE5HGVEN,69,1
A2JP3HEL3J25AJ,69,1
A3477QYMFXUC4I,69,1
A3IP9KYNZZ028B,69,1
A3JMQDTEKRE5X6,69,2
A3MA9V9UPGCOK7,69,1
A3NN88JE3JU6SK,69,3
APYV9Y0DFZFVP,69,1
A20PWAB7G3HDHU,84,2
A21A79J5ZWD42K,84,0
A2AWCNQUUXWYT0,84,1
A2BTR0GQ5B5JI6,84,3
A2DO3HBE5HGVEN,84,0
A2FDPXPDSAUVUA,84,1
A31OCN4MNHUQ6W,84,1
A35GER5TWMH9VP,84,0
A3JMQDTEKRE5X6,84,1
APYV9Y0DFZFVP,84,1
A23YQUBXZPKILZ,92,3
A2CBFJLWW0QIFL,92,3
A2ITXTZLLTI4GO,92,0
A2JP3HEL3J25AJ,92,3
A2TQBNHGF2YP2E,92,1
A3FN8S0N5JNAL6,92,1
A3JMQDTEKRE5X6,92,0
APYV9Y0DFZFVP,92,3
A153PKAL7OAY36,93,1
A17OE8HU0QCX21,93,0
A1H59ZEBB6IS5F,93,0
A1HIXWH4OXT8S4,93,0
A1JTOT0DWM6QGL,93,0
A21T6EF3XC7UMT,93,0
A21US576U8SCO4,93,0
A22C0PJUBFJTI0,93,0
A2BTR0GQ5B5JI6,93,0
A2DO3HBE5HGVEN,93,0
A2PS4POPKUVWZR,93,0
A317Q6CKB8GHBZ,93,0
A31OCN4MNHUQ6W,93,0
A35HNSSK5MHRAQ,93,0
A3CVCNNNRNO03T,93,0
A3OHT85E1990AL,93,0
A7RZBPHSMR3S8,93,0
APF7EWGJUB5LT,93,0
ATAMRO447HWJQ,93,0
AZSDW7JJL5VA7,93,0
A1DCIXV1JC91MY,95,0
A1JTOT0DWM6QGL,95,0
A2U0R4X38GUKZE,95,0
A2VL24C5P7Y3DJ,95,1
A3GE97GX3OXJTW,95,0
ALAGGMJ7UZZKJ,95,0
AMOMADKDPO6R5,95,0
APYV9Y0DFZFVP,95,0
ATVALOQVDCMZW,95,0
AZSDW7JJL5VA7,95,0
A1DCIXV1JC91MY,96,0
A1JTOT0DWM6QGL,96,0
A2U0R4X38GUKZE,96,0
A2VL24C5P7Y3DJ,96,1
A3GE97GX3OXJTW,96,0
AMOMADKDPO6R5,96,0
APYV9Y0DFZFVP,96,0
ATVALOQVDCMZW,96,0
AZSDW7JJL5VA7,96,0
A1O659IFB3TIDJ,127,1
A25CRC4AZY5KC1,127,0
A270HOAHEVIFW0,127,2
A2BTR0GQ5B5JI6,127,3
A2FDPXPDSAUVUA,127,0
A2JP3HEL3J25AJ,127,0
A2PQX03F0ZWXL3,127,1
A35GER5TWMH9VP,127,0
A3JMQDTEKRE5X6,127,0
A3MA9V9UPGCOK7,127,0
A153PKAL7OAY36,153,0
A21A79J5ZWD42K,153,0
A25LQC7UPMAADF,153,0
A31OCN4MNHUQ6W,153,0
A3GE97GX3OXJTW,153,0
A3MA9V9UPGCOK7,153,0
A87Z6G612X6KZ,153,1
AC0YIZF6G5V9G,153,0
ATVALOQVDCMZW,153,0
AZ1S5BIG5R6P6,153,0
A153PKAL7OAY36,225,1
A18HIFA78GUAG9,225,1
A1MQAXQ1UO7TE9,225,0
A21A79J5ZWD42K,225,0
A21US576U8SCO4,225,0
A23YQUBXZPKILZ,225,1
A29T6EIMK6R7O0,225,0
A2DO3HBE5HGVEN,225,0
A2ITXTZLLTI4GO,225,0
A2JP3HEL3J25AJ,225,0
A3OHT85E1990AL,225,0
A3PE1HO8AO7S9Y,225,1
A3QTDW5WP4GFKV,225,0
A4GP97LAQCCHJ,225,0
AJSJVK40F5HM6,225,0
AMOMADKDPO6R5,225,0
AS51L372B5DDV,225,1
ATAMRO447HWJQ,225,1
AV30XWLULCP43,225,0
AZSDW7JJL5VA7,225,0
A2AJO7WHWIKEHR,240,0
A2BTR0GQ5B5JI6,240,0
A2ITXTZLLTI4GO,240,0
A2PPUWIXQTM43F,240,0
A2VL24C5P7Y3DJ,240,0
A31OCN4MNHUQ6W,240,0
A32NMQRHD2C7R5,240,0
A9WP6SZDU9LO8,240,0
APYV9Y0DFZFVP,240,0
AZSDW7JJL5VA7,240,0
A1253FXHCZ9CWM,282,1
A153PKAL7OAY36,282,3
A1JTOT0DWM6QGL,282,3
A22C0PJUBFJTI0,282,3
A270HOAHEVIFW0,282,3
A2TOV7KSQSHSR2,282,3
A31OCN4MNHUQ6W,282,3
A35GER5TWMH9VP,282,3
A3GE97GX3OXJTW,282,2
AZ1S5BIG5R6P6,282,2
