worker,task,answer
A18HIFA78GUAG9,42,0
A25CRC4AZY5KC1,42,0
A28ZHJ9ASQ49IY,42,0
A2AJO7WHWIKEHR,42,0
A31OCN4MNHUQ6W,42,0
A3477QYMFXUC4I,42,0
A3JMQDTEKRE5X6,42,0
ATFH1OABZJL68,42,0
AVWJPWUEE3U4Q,42,0
AZ1S5BIG5R6P6,42,0
A153PKAL7OAY36,53,0
A1HIXWH4OXT8S4,53,0
A2AWCNQUUXWYT0,53,0
A2JP3HEL3J25AJ,53,0
A31OCN4MNHUQ6W,53,0
A3GE97GX3OXJTW,53,0
A3N8SU0BDM9N36,53,0
A3NN88JE3JU6SK,53,0
A8XTEV2JA6R2X,53,0
AZ1S5BIG5R6P6,53,0
A12CY1Q7XKJJDE,58,0
A14IQ4GLNWNPOJ,58,0
A153PKAL7OAY36,58,0
A19N7GVG3V1FZO,58,0
A1DCIXV1JC91MY,58,0
A1PXXEOGQ76RNJ,58,0
A21US576U8SCO4,58,0
A270HOAHEVIFW0,58,0
A2D9EHM5KYCKJW,58,0
A2VL24C5P7Y3DJ,58,1
A30WOL8QA55HR2,58,0
A32W20KGQXS0LL,58,0
A35GER5TWMH9VP,58,0
A35HNSSK5MHRAQ,58,0
A3PHX20OEF0DV4,58,0
AHY98D5P05XIV,58,0
AHZGGN7YIKNZD,58,0
APTFS1S88K5VC,58,0
A1IB9WML70CU89,62,0
A1O659IFB3TIDJ,62,0
A25CRC4AZY5KC1,62,0
A31OCN4MNHUQ6W,62,2
A35GER5TWMH9VP,62,0
A3FN8S0N5JNAL6,62,0
A3HDD0VGEOOXR6,62,0
A3JMQDTEKRE5X6,62,0
ALDSIOBRWMZSI,62,0
APYV9Y0DFZFVP,62,0
A20PWAB7G3HDHU,85,2
A21A79J5ZWD42K,85,0
A2AWCNQUUXWYT0,85,1
A2BTR0GQ5B5JI6,85,3
A2DO3HBE5HGVEN,85,0
A2FDPXPDSAUVUA,85,1
A31OCN4MNHUQ6W,85,1
A35GER5TWMH9VP,85,0
A3JMQDTEKRE5X6,85,1
APYV9Y0DFZFVP,85,1
A17OE8HU0QCX21,117,0
A1HIXWH4OXT8S4,117,0
A1IPNI2RIHO465,117,0
A1S58DCWOF80GQ,117,0
A2BTR0GQ5B5JI6,117,0
A2DTXAWLCQDOWZ,117,0
A2FDPXPDSAUVUA,117,0
A2L8NPD29701AN,117,0
A2YLF04UAKYVF1,117,0
A31OCN4MNHUQ6W,117,0
A3GE97GX3OXJTW,117,1
A3MA9V9UPGCOK7,117,0
A3NN88JE3JU6SK,117,0
A4AD9ZMVU9SVA,117,0
AAQNUEUU7H1Y5,117,0
AMIFAMFOZSX8I,117,0
ATVALOQVDCMZW,117,0
AZ1S5BIG5R6P6,117,0
A21A79J5ZWD42K,162,0
A28ZHJ9ASQ49IY,162,0
A2AJO7WHWIKEHR,162,0
A2BTR0GQ5B5JI6,162,0
A2JP3HEL3J25AJ,162,0
A2PPUWIXQTM43F,162,0
A31OCN4MNHUQ6W,162,0
A3MA9V9UPGCOK7,162,0
APYV9Y0DFZFVP,162,0
AS51L372B5DDV,162,0
A1253FXHCZ9CWM,174,1
A1DCIXV1JC91MY,174,0
A1PXXEOGQ76RNJ,174,0
A1T5QP821HMMGS,174,0
A21A79J5ZWD42K,174,1
A28ZHJ9ASQ49IY,174,0
A2JP3HEL3J25AJ,174,1
A31OCN4MNHUQ6W,174,0
A3MU5NDVE8YATT,174,2
A3PW2Q9S777X7G,174,1
AZ1S5BIG5R6P6,174,1
A1HIXWH4OXT8S4,222,0
A28ZHJ9ASQ49IY,222,0
A2BTR0GQ5B5JI6,222,3
A2DO3HBE5HGVEN,222,0
A2VL24C5P7Y3DJ,222,3
A37IG1AU82PLU,222,1
A3JMQDTEKRE5X6,222,0
A3MA9V9UPGCOK7,222,0
A3NN88JE3JU6SK,222,3
A2BTR0GQ5B5JI6,234,0
A2DO3HBE5HGVEN,234,0
A2JP3HEL3J25AJ,234,0
A2U0R4X38GUKZE,234,0
A31OCN4MNHUQ6W,234,0
A3CVCNNNRNO03T,234,0
A3IP9KYNZZ028B,234,0
A3JMQDTEKRE5X6,234,0
A3MU5NDVE8YATT,234,1
AZSDW7JJL5VA7,234,0
A1XFA0A9Z3LAZJ,248,0
A2BTR0GQ5B5JI6,248,3
A2ITXTZLLTI4GO,248,0
A31OCN4MNHUQ6W,248,0
A35GER5TWMH9VP,248,0
A3JMQDTEKRE5X6,248,0
AJSJVK40F5HM6,248,0
ATVALOQVDCMZW,248,0
AVWJPWUEE3U4Q,248,0
AZSDW7JJL5VA7,248,0
