worker,task,answer
A12RE8G66WTO8B,3,3
A153PKAL7OAY36,3,3
A1HIXWH4OXT8S4,3,3
A20PWAB7G3HDHU,3,3
A2JP3HEL3J25AJ,3,3
A31OCN4MNHUQ6W,3,3
A3MA9V9UPGCOK7,3,3
A3N8SU0BDM9N36,3,3
ATVALOQVDCMZW,3,3
AVWJPWUEE3U4Q,3,3
A153PKAL7OAY36,22,0
A1M60FEVB36X9U,22,0
A2VL24C5P7Y3DJ,22,1
A31OCN4MNHUQ6W,22,0
A3JMQDTEKRE5X6,22,0
A3MA9V9UPGCOK7,22,0
A3TQMCDEWBKG3S,22,0
ATVALOQVDCMZW,22,0
AVWJPWUEE3U4Q,22,0
A12Y1GTGIQDGRA,54,0
A153PKAL7OAY36,54,0
A17H2HKAZ7KJMQ,54,0
A19KO2JQ36WON3,54,0
A1F4I7T4UBRV90,54,0
A1HIXWH4OXT8S4,54,0
A29T6EIMK6R7O0,54,0
A2AWCNQUUXWYT0,54,0
A2JP3HEL3J25AJ,54,0
A2KFMGXME2SGI,54,0
A2O33J5K1V46QL,54,0
A31OCN4MNHUQ6W,54,0
A35HNSSK5MHRAQ,54,0
A3FY48N559UA2L,54,0
A3GE97GX3OXJTW,54,0
A3N8SU0BDM9N36,54,0
A3NN88JE3JU6SK,54,0
A8XTEV2JA6R2X,54,0
ATAMRO447HWJQ,54,0
AZ1S5BIG5R6P6,54,0
A12RE8G66WTO8B,63,0
A153PKAL7OAY36,63,1
A2AJO7WHWIKEHR,63,0
A2JP3HEL3J25AJ,63,0
A2PPUWIXQTM43F,63,0
A31OCN4MNHUQ6W,63,0
A3CVCNNNRNO03T,63,0
A3JMQDTEKRE5X6,63,0
A3MA9V9UPGCOK7,63,0
ATVALOQVDCMZW,63,0
A18HIFA78GUAG9,66,1
A1JTOT0DWM6QGL,66,1
A2DO3HBE5HGVEN,66,1
A2JP3HEL3J25AJ,66,1
A3477QYMFXUC4I,66,1
A3IP9KYNZZ028B,66,1
A3JMQDTEKRE5X6,66,1
A3MA9V9UPGCOK7,66,1
A3NN88JE3JU6SK,66,3
APYV9Y0DFZFVP,66,1
A20PWAB7G3HDHU,86,2
A21A79J5ZWD42K,86,0
A2AWCNQUUXWYT0,86,1
A2BTR0GQ5B5JI6,86,3
A2DO3HBE5HGVEN,86,0
A2FDPXPDSAUVUA,86,1
A31OCN4MNHUQ6W,86,1
A35GER5TWMH9VP,86,0
A3JMQDTEKRE5X6,86,1
APYV9Y0DFZFVP,86,1
A20PWAB7G3HDHU,98,0
A22C0PJUBFJTI0,98,0
A2DO3HBE5HGVEN,98,0
A2PBQYCW2URQT5,98,0
A31OCN4MNHUQ6W,98,0
A35GER5TWMH9VP,98,0
