task,truth
6,0
53,0
70,0
94,0
102,0
105,0
107,0
155,0
180,0
182,0
186,0
201,0
218,0
231,0
236,0
243,0
282,0
283,0
306,1
324,0
341,0
347,0
384,0
399,0
401,0
419,0
453,0
459,1
472,0
532,0
562,0
563,1
565,0
569,1
583,0
588,0
597,0
599,1
601,0
643,0
663,0
666,0
670,0
690,0
730,0
738,0
739,0
740,0
814,1
891,0
903,0
919,0
947,0
966,1
984,0
987,0
1042,0
1073,0
1082,0
1099,1
1115,1
1121,0
1173,1
1212,0
1244,0
1250,0
1276,0
1277,0
1288,0
1303,1
1309,0
1358,0
1370,0
1374,0
1381,0
1470,0
1479,0
1499,0
1503,0
1557,0
1595,0
1602,1
1612,0
1647,0
1698,0
1729,1
1738,0
1754,1
1755,0
1758,0
1765,0
1775,0
1808,0
1810,0
1893,0
1895,0
1925,0
1941,0
1975,0
1993,0
