task,truth
13,1
28,0
32,0
35,0
42,0
48,0
50,0
55,0
78,1
115,0
134,1
151,0
165,0
168,1
175,0
229,0
265,0
276,1
286,1
290,0
297,0
315,0
316,1
320,0
339,0
383,0
386,0
426,0
507,0
526,1
530,0
572,0
573,0
585,0
590,0
598,0
623,0
626,0
637,0
682,0
688,1
704,0
721,0
726,0
742,0
774,0
776,0
790,0
828,0
869,0
876,0
884,0
899,0
956,0
1002,0
1007,0
1051,0
1053,0
1066,0
1081,0
1097,0
1116,0
1126,0
1137,0
1150,0
1219,0
1224,0
1238,0
1263,1
1264,0
1329,1
1333,0
1337,1
1339,0
1353,1
1371,0
1372,0
1515,0
1548,0
1563,0
1566,0
1633,0
1676,0
1720,0
1733,0
1744,0
1750,0
1762,0
1785,0
1817,0
1829,0
1864,0
1871,1
1879,1
1912,0
1916,0
1953,1
1962,0
1965,0
1995,1
