task,truth
3,0
29,0
34,0
37,0
48,0
58,0
79,0
109,0
134,1
153,0
163,0
175,0
206,0
217,0
231,0
285,0
310,1
320,0
325,0
344,0
360,0
418,0
450,0
460,0
466,0
513,0
568,1
612,0
618,0
641,0
725,0
730,0
783,0
851,0
862,0
864,0
895,0
906,0
913,0
938,0
948,0
973,0
977,0
981,0
1051,0
1061,1
1092,0
1103,1
1135,0
1160,0
1186,0
1193,0
1216,1
1219,0
1234,0
1258,0
1273,0
1288,0
1292,0
1300,1
1318,0
1326,0
1344,0
1375,0
1400,0
1420,0
1424,0
1426,1
1433,0
1453,0
1466,0
1498,0
1501,0
1517,1
1520,0
1524,0
1528,0
1532,0
1568,0
1596,1
1626,0
1640,0
1664,0
1694,0
1704,0
1727,0
1730,0
1740,0
1762,0
1768,0
1783,0
1809,0
1842,0
1854,0
1859,0
1897,0
1921,0
1930,0
1935,0
1938,0
