task,truth
14,0
22,0
70,0
78,1
89,0
93,0
113,0
126,0
152,0
165,0
196,0
293,0
300,0
305,0
309,0
373,0
380,0
409,0
425,0
426,0
454,0
471,0
481,0
482,1
485,1
500,0
512,0
519,0
575,0
579,0
592,0
597,0
669,0
673,0
680,0
695,0
698,0
700,0
716,0
720,0
756,0
819,0
820,0
831,0
832,0
842,0
865,0
899,0
911,0
919,0
925,0
950,0
1000,0
1022,0
1027,0
1031,0
1033,0
1034,1
1081,0
1118,0
1124,0
1125,0
1141,0
1145,0
1188,0
1207,0
1242,0
1251,0
1254,0
1255,0
1256,0
1264,0
1276,0
1314,0
1333,0
1371,0
1406,0
1448,0
1454,0
1457,0
1483,0
1507,0
1529,1
1549,0
1553,0
1584,0
1590,0
1641,0
1660,0
1786,0
1791,1
1808,0
1811,1
1817,0
1875,1
1904,0
1917,0
1974,0
1983,0
1993,0
