task,truth
10,0
50,0
126,0
127,0
160,0
165,0
222,0
227,1
243,0
262,0
267,0
316,1
326,0
357,0
365,0
374,0
398,0
406,0
412,0
473,0
479,0
509,0
528,0
534,0
550,0
573,0
603,0
611,0
620,0
650,0
654,1
662,0
735,0
751,0
768,0
791,0
809,0
817,1
857,0
867,1
902,0
915,0
917,0
926,0
931,0
976,0
990,0
994,0
1039,0
1051,0
1061,1
1075,0
1085,1
1101,0
1106,1
1116,0
1122,1
1124,0
1142,0
1174,0
1224,0
1227,0
1294,1
1307,0
1310,0
1388,0
1409,0
1423,0
1426,1
1429,0
1434,0
1443,0
1451,0
1472,0
1530,0
1532,0
1541,0
1573,0
1597,0
1639,0
1674,0
1695,0
1701,0
1705,0
1717,0
1718,0
1733,0
1750,0
1764,0
1779,0
1781,0
1786,0
1796,0
1799,0
1811,1
1834,0
1858,0
1882,0
1907,0
1947,0
