task,truth
32,0
73,0
83,0
104,0
108,0
122,0
134,1
167,0
180,0
208,0
260,0
265,0
320,0
332,0
348,0
427,0
429,0
466,0
477,0
504,0
512,0
533,0
540,0
554,0
557,0
565,0
567,0
613,0
642,0
674,0
690,0
727,0
750,1
760,0
892,0
894,0
911,0
914,0
924,0
938,0
947,0
984,0
989,0
997,0
1009,0
1018,1
1035,0
1045,0
1082,0
1100,0
1107,0
1114,0
1125,0
1128,0
1136,0
1140,0
1166,0
1184,0
1191,0
1204,0
1205,0
1252,0
1267,0
1271,1
1285,0
1341,1
1343,0
1350,0
1372,0
1384,0
1406,0
1414,0
1442,0
1459,0
1520,0
1522,0
1571,0
1576,0
1596,1
1640,0
1657,0
1669,0
1722,0
1735,0
1741,0
1776,0
1782,0
1797,0
1823,1
1836,0
1859,0
1876,0
1912,0
1915,0
1918,0
1928,0
1936,0
1944,0
1969,0
1971,0
