task,truth
4,0
54,0
118,0
139,0
206,0
216,0
229,0
238,0
240,1
241,0
261,0
264,0
301,0
327,0
338,0
343,0
352,0
366,0
382,0
383,0
394,0
414,0
416,0
421,0
425,0
454,0
461,0
462,0
467,0
482,1
503,1
623,0
633,0
638,0
643,0
646,0
651,0
656,0
657,0
683,0
689,0
709,0
711,0
716,0
734,0
754,1
767,0
773,0
779,0
780,0
781,0
798,0
800,0
805,0
806,0
819,0
824,0
834,0
869,0
870,0
875,0
899,0
910,0
930,0
939,0
945,1
979,0
1000,0
1016,1
1185,0
1219,0
1226,0
1235,0
1241,0
1272,0
1298,0
1322,0
1394,1
1395,0
1494,0
1548,0
1579,0
1588,0
1617,0
1619,0
1654,0
1655,1
1689,0
1694,0
1699,0
1770,0
1791,1
1850,0
1852,0
1894,0
1916,0
1920,0
1926,1
1933,0
1982,0
