task,truth
6,0
8,0
18,0
38,0
76,1
79,0
102,0
109,0
131,0
140,0
211,0
213,0
215,0
218,0
244,0
249,0
272,0
281,0
309,0
335,0
336,0
350,0
402,0
423,0
447,0
448,0
495,0
522,0
530,0
542,0
553,0
609,0
627,0
652,0
678,1
757,0
759,0
795,0
839,0
842,0
853,0
862,0
873,0
878,0
893,0
900,0
934,0
978,0
983,0
998,0
1004,1
1006,0
1015,0
1017,1
1046,0
1055,0
1056,0
1064,0
1126,0
1131,1
1134,0
1159,0
1198,0
1225,0
1228,0
1261,1
1288,0
1312,0
1332,0
1344,0
1346,0
1353,1
1356,1
1362,0
1365,0
1401,0
1416,0
1422,0
1437,0
1439,0
1458,0
1484,0
1508,0
1513,0
1518,0
1536,0
1591,0
1601,1
1623,0
1648,0
1658,0
1688,0
1719,1
1742,0
1763,0
1839,0
1865,0
1891,0
1925,0
1952,0
