task,truth
52,1
64,0
70,0
88,0
95,0
136,0
148,0
152,0
187,0
212,0
259,0
297,0
326,0
331,0
339,0
341,0
353,0
400,0
414,0
447,0
531,0
546,0
575,0
646,0
652,0
659,0
660,0
667,0
670,0
721,0
738,0
741,0
751,0
768,0
802,0
808,1
821,1
868,0
869,0
921,0
922,0
939,0
954,0
960,0
987,0
1003,0
1029,1
1047,0
1055,0
1059,0
1081,0
1085,1
1093,0
1096,0
1100,0
1123,0
1186,0
1210,0
1231,0
1248,1
1255,0
1269,0
1270,0
1278,0
1284,0
1298,0
1348,0
1355,0
1359,0
1415,0
1438,0
1445,0
1447,0
1460,0
1462,0
1463,1
1471,0
1488,0
1495,0
1502,0
1524,0
1547,0
1551,0
1596,1
1604,0
1623,0
1645,0
1648,0
1704,0
1711,0
1720,0
1787,0
1788,0
1797,0
1805,0
1879,1
1898,1
1904,0
1913,0
1996,0
