task,truth
3,0
54,0
62,0
68,0
69,0
83,0
86,0
108,0
123,1
132,0
205,0
208,0
210,0
270,0
277,0
317,0
328,0
334,0
371,0
385,0
395,0
421,0
430,0
439,0
488,0
492,0
502,0
505,0
538,0
590,0
604,0
610,0
622,0
624,0
629,0
647,0
648,0
693,0
697,0
731,1
744,1
748,1
797,0
832,0
837,0
855,0
884,0
968,0
977,0
1005,0
1006,0
1038,1
1095,0
1099,1
1143,1
1154,0
1163,0
1168,0
1169,0
1235,0
1250,0
1256,0
1303,1
1331,0
1338,0
1394,1
1416,0
1436,0
1476,0
1500,0
1518,0
1529,1
1560,0
1566,0
1574,0
1586,0
1640,0
1652,0
1654,0
1667,0
1677,0
1678,1
1705,0
1728,0
1749,0
1751,1
1773,1
1782,0
1810,0
1811,1
1835,0
1856,0
1859,0
1865,0
1893,0
1902,0
1920,0
1921,0
1923,0
1937,0
