task,truth
35,0
104,0
110,0
147,0
209,0
213,0
214,1
243,0
256,0
283,0
290,0
300,0
310,1
329,0
346,0
357,0
360,0
366,0
417,0
434,0
456,0
458,0
462,0
466,0
481,0
497,0
504,0
507,0
520,0
521,0
527,0
539,0
549,0
556,0
573,0
581,0
617,0
628,0
661,0
684,0
695,0
702,0
709,0
722,0
766,0
767,0
788,0
829,0
875,0
881,0
887,1
1002,0
1004,1
1025,0
1027,0
1032,1
1065,0
1072,0
1094,0
1102,0
1201,0
1229,0
1230,0
1274,0
1288,0
1301,0
1320,0
1323,0
1357,0
1433,0
1446,0
1453,0
1523,0
1532,0
1549,0
1552,0
1556,0
1571,0
1573,0
1581,0
1589,0
1618,0
1664,0
1665,0
1688,0
1698,0
1759,0
1781,0
1786,0
1791,1
1820,1
1829,0
1847,0
1861,1
1894,0
1903,0
1910,0
1929,0
1961,0
1979,0
