worker,task,answer
A1253FXHCZ9CWM,1,2
A153PKAL7OAY36,1,3
A1XFA0A9Z3LAZJ,1,3
A21A79J5ZWD42K,1,3
A2AWCNQUUXWYT0,1,3
A31OCN4MNHUQ6W,1,3
A3JMQDTEKRE5X6,1,3
A3PW2Q9S777X7G,1,3
AZ1S5BIG5R6P6,1,2
AZSDW7JJL5VA7,1,0
A153PKAL7OAY36,9,3
A1HIXWH4OXT8S4,9,3
A1XFA0A9Z3LAZJ,9,3
A23YQUBXZPKILZ,9,3
A2PPUWIXQTM43F,9,3
A31OCN4MNHUQ6W,9,3
A8XTEV2JA6R2X,9,3
AJSJVK40F5HM6,9,3
APYV9Y0DFZFVP,9,3
ATVALOQVDCMZW,9,3
A18HIFA78GUAG9,24,3
A1P17BBEHP2RWK,24,0
A1PXXEOGQ76RNJ,24,0
A21US576U8SCO4,24,0
A22KL81T3FBM68,24,0
A270HOAHEVIFW0,24,0
A28ZHJ9ASQ49IY,24,0
A2DO3HBE5HGVEN,24,0
A2FDPXPDSAUVUA,24,0
A2JP3HEL3J25AJ,24,0
A2MQMMCVZJTFL2,24,0
A2U0R4X38GUKZE,24,0
A37YC0D90LZF2M,24,0
A3J86MK3VIE6ST,24,0
A3JMQDTEKRE5X6,24,0
A3NN88JE3JU6SK,24,0
A4GP97LAQCCHJ,24,0
ALDSIOBRWMZSI,24,0
ATAMRO447HWJQ,24,0
A153PKAL7OAY36,29,0
A21T6EF3XC7UMT,29,0
A22C0PJUBFJTI0,29,0
A28ZHJ9ASQ49IY,29,0
A31OCN4MNHUQ6W,29,0
A37YC0D90LZF2M,29,0
A3GE97GX3OXJTW,29,0
A3JMQDTEKRE5X6,29,0
APYV9Y0DFZFVP,29,0
AZSDW7JJL5VA7,29,0
A12RE8G66WTO8B,45,0
A153PKAL7OAY36,45,0
A1HIXWH4OXT8S4,45,0
A22C0PJUBFJTI0,45,0
A25LQC7UPMAADF,45,1
A2AWCNQUUXWYT0,45,1
A2PPUWIXQTM43F,45,1
A31OCN4MNHUQ6W,45,2
AMOMADKDPO6R5,45,1
ATVALOQVDCMZW,45,0
A20PWAB7G3HDHU,83,2
A21A79J5ZWD42K,83,0
A2AWCNQUUXWYT0,83,0
A2BTR0GQ5B5JI6,83,3
A2DO3HBE5HGVEN,83,0
A2FDPXPDSAUVUA,83,0
A31OCN4MNHUQ6W,83,1
A35GER5TWMH9VP,83,0
A3JMQDTEKRE5X6,83,1
APYV9Y0DFZFVP,83,0
A153PKAL7OAY36,107,0
A1DCIXV1JC91MY,107,0
A21A79J5ZWD42K,107,0
A28ZHJ9ASQ49IY,107,0
A2FDPXPDSAUVUA,107,0
A2VL24C5P7Y3DJ,107,1
A32W20KGQXS0LL,107,0
A3GE97GX3OXJTW,107,0
AJSJVK40F5HM6,107,0
AQRPHU8V49305,107,0
A1DCIXV1JC91MY,111,0
A2FDPXPDSAUVUA,111,0
A2JP3HEL3J25AJ,111,1
A2VL24C5P7Y3DJ,111,1
A32NMQRHD2C7R5,111,0
A32W20KGQXS0LL,111,1
A3JMQDTEKRE5X6,111,0
AS51L372B5DDV,111,2
ATVALOQVDCMZW,111,1
AZSDW7JJL5VA7,111,0
A1HIXWH4OXT8S4,113,0
A21A79J5ZWD42K,113,0
A2AJO7WHWIKEHR,113,0
A2PQX03F0ZWXL3,113,0
A31OCN4MNHUQ6W,113,0
A3CVCNNNRNO03T,113,0
A3GE97GX3OXJTW,113,0
A3MU5NDVE8YATT,113,2
ATVALOQVDCMZW,113,0
AZ1S5BIG5R6P6,113,0
A1O659IFB3TIDJ,127,1
A25CRC4AZY5KC1,127,0
A270HOAHEVIFW0,127,2
A2BTR0GQ5B5JI6,127,3
A2FDPXPDSAUVUA,127,0
A2JP3HEL3J25AJ,127,0
A2PQX03F0ZWXL3,127,1
A35GER5TWMH9VP,127,0
A3JMQDTEKRE5X6,127,0
A3MA9V9UPGCOK7,127,0
A153PKAL7OAY36,138,1
A25LQC7UPMAADF,138,1
A2ITXTZLLTI4GO,138,0
A2JP3HEL3J25AJ,138,1
A2TOV7KSQSHSR2,138,2
A2VL24C5P7Y3DJ,138,3
A31OCN4MNHUQ6W,138,3
A3GE97GX3OXJTW,138,1
ATVALOQVDCMZW,138,2
AZSDW7JJL5VA7,138,2
A153PKAL7OAY36,170,0
A21T6EF3XC7UMT,170,0
A22C0PJUBFJTI0,170,0
A2PBQYCW2URQT5,170,0
A31OCN4MNHUQ6W,170,0
A35GER5TWMH9VP,170,0
A3NN88JE3JU6SK,170,0
AOUMYCLO4I993,170,0
APYV9Y0DFZFVP,170,0
ATVALOQVDCMZW,170,0
A21A79J5ZWD42K,180,3
A2DO3HBE5HGVEN,180,3
A2ITXTZLLTI4GO,180,3
