worker,task,answer
A153PKAL7OAY36,27,1
A2AJO7WHWIKEHR,27,1
A2BTR0GQ5B5JI6,27,0
A2DO3HBE5HGVEN,27,0
A2ITXTZLLTI4GO,27,0
A2JP3HEL3J25AJ,27,0
A2NVEB91139A29,27,3
A31OCN4MNHUQ6W,27,2
A3NN88JE3JU6SK,27,0
A4X14HN0F6KVW,27,3
A21A79J5ZWD42K,55,0
A22C0PJUBFJTI0,55,0
A23YQUBXZPKILZ,55,0
A2BTR0GQ5B5JI6,55,0
A2DO3HBE5HGVEN,55,0
A31OCN4MNHUQ6W,55,0
A3MU5NDVE8YATT,55,1
ATFH1OABZJL68,55,0
ATVALOQVDCMZW,55,0
AZSDW7JJL5VA7,55,0
A21A79J5ZWD42K,56,0
A2AJO7WHWIKEHR,56,1
A2BTR0GQ5B5JI6,56,0
A2JP3HEL3J25AJ,56,0
A32W20KGQXS0LL,56,1
A3FN8S0N5JNAL6,56,0
A3N8SU0BDM9N36,56,0
A3NN88JE3JU6SK,56,0
A4X14HN0F6KVW,56,3
ARQCISK0K4ZGA,56,3
A1253FXHCZ9CWM,59,0
A25CRC4AZY5KC1,59,0
A29PUIKL3JWDP8,59,0
A2BTR0GQ5B5JI6,59,0
A2ITXTZLLTI4GO,59,0
A2JP3HEL3J25AJ,59,0
A2QJU93US627QI,59,0
A3GE97GX3OXJTW,59,0
A3JMQDTEKRE5X6,59,0
A8XTEV2JA6R2X,59,0
A20PWAB7G3HDHU,100,0
A22C0PJUBFJTI0,100,0
A2DO3HBE5HGVEN,100,0
A2PBQYCW2URQT5,100,0
A31OCN4MNHUQ6W,100,0
A35GER5TWMH9VP,100,0
A3GE97GX3OXJTW,100,0
APYV9Y0DFZFVP,100,0
ATVALOQVDCMZW,100,0
A21T6EF3XC7UMT,104,0
A2BTR0GQ5B5JI6,104,3
A2DO3HBE5HGVEN,104,0
A2PPUWIXQTM43F,104,0
A4X14HN0F6KVW,104,0
ALDSIOBRWMZSI,104,0
APYV9Y0DFZFVP,104,0
ARQCISK0K4ZGA,104,0
ATVALOQVDCMZW,104,0
AZSDW7JJL5VA7,104,0
A153PKAL7OAY36,112,0
A1DCIXV1JC91MY,112,0
A21T6EF3XC7UMT,112,0
A22KL81T3FBM68,112,0
A2AJO7WHWIKEHR,112,0
A2PPUWIXQTM43F,112,0
A3MA9V9UPGCOK7,112,0
ALAGGMJ7UZZKJ,112,0
AS51L372B5DDV,112,1
AZSDW7JJL5VA7,112,0
A2AJO7WHWIKEHR,169,1
A2ITXTZLLTI4GO,169,0
A2JP3HEL3J25AJ,169,0
A35GER5TWMH9VP,169,0
A37YC0D90LZF2M,169,0
A39MWGZ6R4VKZ2,169,0
A3FN8S0N5JNAL6,169,0
AS51L372B5DDV,169,1
AVWJPWUEE3U4Q,169,0
AZSDW7JJL5VA7,169,0
A153PKAL7OAY36,171,0
A21T6EF3XC7UMT,171,0
A22C0PJUBFJTI0,171,0
A2PBQYCW2URQT5,171,0
A31OCN4MNHUQ6W,171,0
A35GER5TWMH9VP,171,0
A3NN88JE3JU6SK,171,0
AOUMYCLO4I993,171,0
APYV9Y0DFZFVP,171,0
ATVALOQVDCMZW,171,0
A1LIJDLQHS5AOO,185,0
A1PAOT8DIO3LCM,185,0
A1PXXEOGQ76RNJ,185,0
A21US576U8SCO4,185,0
A29T6EIMK6R7O0,185,0
A2BTR0GQ5B5JI6,185,0
A2JP3HEL3J25AJ,185,0
A2MC38IV7L231H,185,1
A2PPUWIXQTM43F,185,0
A32NMQRHD2C7R5,185,0
A3477QYMFXUC4I,185,0
A3GE97GX3OXJTW,185,0
A3MA9V9UPGCOK7,185,0
A3MU5NDVE8YATT,185,3
A3TB4II4CVRKBC,185,0
ANC9EWZTGN5HK,185,0
ATAMRO447HWJQ,185,0
ATFH1OABZJL68,185,0
AUJ5WUN40KW59,185,0
AZSDW7JJL5VA7,185,0
A270HOAHEVIFW0,192,0
A2BTR0GQ5B5JI6,192,0
A2FDPXPDSAUVUA,192,0
A32W20KGQXS0LL,192,2
A3MU5NDVE8YATT,192,1
A4X14HN0F6KVW,192,3
A9WP6SZDU9LO8,192,1
AD2OL0K71JBJV,192,0
AHZGGN7YIKNZD,192,0
ATVALOQVDCMZW,192,1
A153PKAL7OAY36,205,3
A1HIXWH4OXT8S4,205,3
A1PAOT8DIO3LCM,205,1
A1PXXEOGQ76RNJ,205,0
A21US576U8SCO4,205,0
A2DO3HBE5HGVEN,205,3
A31OCN4MNHUQ6W,205,3
A35GER5TWMH9VP,205,3
A3CVCNNNRNO03T,205,3
AJSJVK40F5HM6,205,3
ALAGGMJ7UZZKJ,205,3
ATVALOQVDCMZW,205,3
AZ1S5BIG5R6P6,205,2
A153PKAL7OAY36,213,0
A1DCIXV1JC91MY,213,0
A1HIXWH4OXT8S4,213,0
A270HOAHEVIFW0,213,0
A31OCN4MNHUQ6W,213,0
A3220HG1O83HQ4,213,0
A361QEE8R11VE1,213,0
A3N8SU0BDM9N36,213,0
ATVALOQVDCMZW,213,0
A153PKAL7OAY36,225,1
A18HIFA78GUAG9,225,1
A1MQAXQ1UO7TE9,225,0
A21A79J5ZWD42K,225,0
A21US576U8SCO4,225,0
A23YQUBXZPKILZ,225,1
A29T6EIMK6R7O0,225,0
A2DO3HBE5HGVEN,225,0
A2ITXTZLLTI4GO,225,0
A2JP3HEL3J25AJ,225,0
A3OHT85E1990AL,225,0
A3PE1HO8AO7S9Y,225,1
A3QTDW5WP4GFKV,225,0
A4GP97LAQCCHJ,225,0
AJSJVK40F5HM6,225,0
AMOMADKDPO6R5,225,0
AS51L372B5DDV,225,1
ATAMRO447HWJQ,225,1
AV30XWLULCP43,225,0
AZSDW7JJL5VA7,225,0
A2BTR0GQ5B5JI6,233,0
A2DO3HBE5HGVEN,233,0
A2JP3HEL3J25AJ,233,0
A2U0R4X38GUKZE,233,0
A31OCN4MNHUQ6W,233,0
A3CVCNNNRNO03T,233,0
A3IP9KYNZZ028B,233,0
A3JMQDTEKRE5X6,233,0
A3MU5NDVE8YATT,233,1
AZSDW7JJL5VA7,233,0
A153PKAL7OAY36,270,3
A18HIFA78GUAG9,270,1
A1T5QP821HMMGS,270,3
A2AJO7WHWIKEHR,270,2
