worker,task,answer
ANKWF7RC5KIMN,760,1
A2AU1R4ZU1ZJ1A,780,1
A2AU1R4ZU1ZJ1A,1533,1
A1WCS9A1G451ET,1828,0
A2YTQZXX709TKL,947,0
A3M34FQ1OVNWPG,1538,0
A2AU1R4ZU1ZJ1A,1539,1
A11SLRXUNTJBJN,1098,0
A1WCS9A1G451ET,924,0
A3M34FQ1OVNWPG,31,0
A11SLRXUNTJBJN,269,0
A3G8NSPRF986WP,1018,1
A3QYFK401W415E,1533,1
A2AU1R4ZU1ZJ1A,1418,1
AS52W5HOMKHLU,805,0
A1WCS9A1G451ET,1568,0
A2T9GONQRQRCDA,1427,0
A2AU1R4ZU1ZJ1A,1725,1
AS52W5HOMKHLU,1916,0
A3GJG5WDSBJDF9,1024,0
AWAFCJJRHVAJJ,1916,0
A179VLKURU2LOC,420,0
A2AU1R4ZU1ZJ1A,1752,1
A35F9JZCBMWW8P,582,0
A1ZE8RQYXP2EHZ,1538,0
A2AU1R4ZU1ZJ1A,182,1
A2YTQZXX709TKL,1393,0
AS52W5HOMKHLU,851,0
A2AU1R4ZU1ZJ1A,1864,1
A38TVCJD8W9XVP,1018,1
A2AU1R4ZU1ZJ1A,974,1
A2AU1R4ZU1ZJ1A,474,1
A2VLOL5DA4M2T1,896,1
A2YTQZXX709TKL,760,0
A3OJ1IOB618GL1,304,0
AS52W5HOMKHLU,895,0
A11SLRXUNTJBJN,1752,0
A1K96S33FDRUJW,1613,0
A1K96S33FDRUJW,38,0
A3G5VXOKAAQ2X5,269,0
A2AU1R4ZU1ZJ1A,805,0
A1K96S33FDRUJW,1049,0
A3PT15XRN1X8VE,474,0
A1K96S33FDRUJW,1340,1
A11SLRXUNTJBJN,920,0
A11SLRXUNTJBJN,1526,0
A3OJ1IOB618GL1,1959,0
A2AU1R4ZU1ZJ1A,103,1
A1PX8UYPRGZCO9,418,0
A2AU1R4ZU1ZJ1A,535,1
A1K8LMHVN80G0X,805,1
A2J853TSTRPTX7,1613,0
A2J853TSTRPTX7,38,0
A2ZSRG20LC3J0C,1714,0
A2OQ5SUV3W7HFY,45,0
A2SKWBR49HEXFY,1864,0
AWAFCJJRHVAJJ,1396,0
A2AU1R4ZU1ZJ1A,1631,1
A2SKWBR49HEXFY,1916,0
A1Z61FGSEBPA6D,1959,0
A2VLOL5DA4M2T1,1400,0
A2AU1R4ZU1ZJ1A,309,1
A2AU1R4ZU1ZJ1A,1915,1
A2SKWBR49HEXFY,103,0
A8973OC7HM3Y6,1828,1
A2AU1R4ZU1ZJ1A,1642,0
A2J853TSTRPTX7,1959,0
A22075U2VINOZF,1631,1
A2T9GONQRQRCDA,924,0
A1K96S33FDRUJW,1930,0
A1K96S33FDRUJW,956,0
AHJGJ2J15SEHY,896,1
A2AU1R4ZU1ZJ1A,1860,1
A1PX8UYPRGZCO9,1860,0
A2J6NW9O56WETD,1501,0
A2VLOL5DA4M2T1,1538,0
A2AU1R4ZU1ZJ1A,96,1
A2VLOL5DA4M2T1,425,0
A2SKWBR49HEXFY,760,1
AWAFCJJRHVAJJ,993,0
A3UNZFWALMO6SQ,851,0
AWAFCJJRHVAJJ,1864,0
A1K96S33FDRUJW,1362,0
A2ZSRG20LC3J0C,1978,0
A2AU1R4ZU1ZJ1A,1206,1
A2YCMDV70RH926,424,0
A1VLY9V91HLMWE,651,0
A1PX8UYPRGZCO9,1978,0
A2VLOL5DA4M2T1,1613,0
A2VLOL5DA4M2T1,38,0
A1PX8UYPRGZCO9,1393,0
A3HB574VTU7ZFQ,494,0
A23HU633Q6EQCN,1049,0
A11M3WJ9A9KH6A,1040,0
AS52W5HOMKHLU,304,0
A3UNZFWALMO6SQ,1501,0
AWAFCJJRHVAJJ,535,0
AS52W5HOMKHLU,1295,0
A2AU1R4ZU1ZJ1A,851,1
A1PX8UYPRGZCO9,1766,0
A2AU1R4ZU1ZJ1A,947,1
A23HU633Q6EQCN,1725,1
A1PX8UYPRGZCO9,582,0
A2VLOL5DA4M2T1,1393,0
A2AU1R4ZU1ZJ1A,1157,1
A1PHROCA9UAKCU,478,0
AS52W5HOMKHLU,103,0
A2SKWBR49HEXFY,1040,1
A1UDYXVWH9CX6W,1157,0
A2OQ5SUV3W7HFY,1533,1
A9P5940SILTN7,739,0
A23HU633Q6EQCN,96,0
A3Q77QSSK08W67,1206,0
A8973OC7HM3Y6,309,0
A8973OC7HM3Y6,1915,0
A1K96S33FDRUJW,252,1
AS52W5HOMKHLU,1907,0
A26T0QJQ6I109E,1714,0
AZVWRI5LQI4K6,304,0
A1PX8UYPRGZCO9,739,0
A2F7FQ1QH5O5DK,1608,1
A2F7FQ1QH5O5DK,952,1
AWAFCJJRHVAJJ,920,0
AWAFCJJRHVAJJ,1526,0
AO7W3AV3GOAEY,739,0
AS52W5HOMKHLU,31,0
AWAFCJJRHVAJJ,694,0
A1PHROCA9UAKCU,1457,0
A2ZSRG20LC3J0C,1136,0
ACDN1AKKXZJHD,252,0
AO7W3AV3GOAEY,252,1
A3OJ1IOB618GL1,965,0
A26O4OGE3YI0UX,1917,0
AFSUIO2PSX2KW,1568,0
AO7W3AV3GOAEY,182,0
A25DNV1EXXI1WW,1024,1
A32U6TE5GJV6FS,1539,0
A2ZSRG20LC3J0C,1157,0
A2SKWBR49HEXFY,1435,0
AWAFCJJRHVAJJ,1700,0
A8973OC7HM3Y6,1018,1
AK3GZE8MPQL4Y,1097,1
A8973OC7HM3Y6,478,0
AWAFCJJRHVAJJ,1024,0
AGD35ZK1LS23X,1396,0
AS52W5HOMKHLU,45,0
A3Q77QSSK08W67,1238,0
AWAFCJJRHVAJJ,780,0
A26T0QJQ6I109E,420,0
AWAFCJJRHVAJJ,924,0
AWAFCJJRHVAJJ,1978,0
A3HB574VTU7ZFQ,965,0
A3HB574VTU7ZFQ,478,0
A1K96S33FDRUJW,474,0
A3Q77QSSK08W67,1930,0
A3Q77QSSK08W67,956,0
A2SKWBR49HEXFY,1624,0
AI1MC97UIWMXQ,1714,0
AS52W5HOMKHLU,1608,0
AS52W5HOMKHLU,952,0
A1PX8UYPRGZCO9,438,0
A1H2V2K8HJB42C,1828,0
A2YTQZXX709TKL,786,0
AS52W5HOMKHLU,1575,1
A26T0QJQ6I109E,1400,0
A33OU5A8X59KS6,896,1
AS52W5HOMKHLU,382,0
A2ZSRG20LC3J0C,1539,0
A32U6TE5GJV6FS,420,0
AS52W5HOMKHLU,1049,0
A1ONO9CLFUN5JH,895,0
AS52W5HOMKHLU,1568,0
A2AU1R4ZU1ZJ1A,1098,1
AWAFCJJRHVAJJ,418,0
AWAFCJJRHVAJJ,1766,0
A1PX8UYPRGZCO9,947,0
A32U6TE5GJV6FS,582,0
A2AU1R4ZU1ZJ1A,269,1
A26T0QJQ6I109E,1295,0
A8973OC7HM3Y6,1907,0
A2AU1R4ZU1ZJ1A,1435,0
AWAFCJJRHVAJJ,1930,0
AWAFCJJRHVAJJ,956,0
A2AU1R4ZU1ZJ1A,730,0
A1DD084QD72VKI,1575,0
AS52W5HOMKHLU,1766,0
A26T0QJQ6I109E,1435,0
AWAFCJJRHVAJJ,438,0
A3KF5H88SC7DU6,1860,0
A2K3372YQK1Y1R,1238,1
AWAFCJJRHVAJJ,1295,0
A8XZA7QSRBFZS,665,0
A26T0QJQ6I109E,424,0
A3M34FQ1OVNWPG,1400,0
A2D7UUUB14YFBG,1624,1
A32U6TE5GJV6FS,1396,1
A2D7UUUB14YFBG,494,0
A2D7UUUB14YFBG,780,1
AWAFCJJRHVAJJ,1725,0
A2D7UUUB14YFBG,1238,1
A2VLOL5DA4M2T1,31,0
A2AU1R4ZU1ZJ1A,382,1
A32U6TE5GJV6FS,425,0
A3M34FQ1OVNWPG,587,0
A2D7UUUB14YFBG,1501,1
A119EX2L0DNN1B,1427,0
A33OU5A8X59KS6,1418,0
A1K96S33FDRUJW,182,1
