task,truth
0,0
44,0
67,0
84,0
92,0
121,0
137,0
138,0
139,0
220,0
225,0
242,0
260,0
265,0
281,0
287,0
328,0
332,0
360,0
368,1
375,0
436,0
499,0
554,0
566,0
591,0
598,0
626,0
629,0
634,0
636,0
638,0
668,0
671,0
705,0
706,0
730,0
751,0
852,0
861,0
878,0
895,0
930,0
941,0
1020,0
1049,0
1133,0
1140,0
1154,0
1156,0
1158,1
1172,0
1196,0
1205,0
1229,0
1234,0
1260,0
1264,0
1275,0
1278,0
1295,0
1296,0
1311,0
1315,0
1349,0
1394,1
1397,0
1405,0
1410,0
1452,1
1493,0
1499,0
1555,0
1563,0
1567,0
1587,0
1604,0
1622,1
1648,0
1660,0
1687,0
1739,0
1753,0
1754,1
1756,0
1768,0
1809,0
1813,0
1818,0
1838,0
1853,0
1863,0
1866,0
1889,1
1898,1
1923,0
1944,0
1948,0
1949,0
1952,0
