task,truth
1,1
60,1
96,0
97,0
111,0
117,1
120,0
135,1
143,0
158,0
160,0
173,0
176,0
193,0
217,0
252,1
258,0
260,0
273,0
275,0
314,0
371,0
373,0
383,0
394,0
453,0
473,0
480,0
508,0
515,0
557,0
559,1
579,0
584,0
617,0
638,0
648,0
657,0
683,0
717,0
728,0
734,0
742,0
748,1
757,0
823,0
828,0
836,0
848,0
868,0
908,0
925,0
928,0
1009,0
1024,0
1062,0
1070,0
1082,0
1117,0
1119,1
1127,0
1134,0
1141,0
1183,0
1200,0
1207,0
1250,0
1276,0
1280,0
1295,0
1320,0
1336,0
1383,0
1410,0
1412,1
1418,0
1445,0
1456,0
1468,0
1491,1
1551,0
1568,0
1586,0
1593,0
1609,0
1639,0
1644,0
1649,0
1665,0
1674,0
1679,0
1704,0
1736,0
1775,0
1809,0
1812,0
1824,0
1836,0
1897,0
1957,0
