task,truth
0,0
50,0
64,0
66,0
70,0
98,0
121,0
122,0
125,0
127,0
140,0
172,0
208,0
216,0
239,0
251,0
257,1
279,0
285,0
294,0
300,0
325,0
337,0
342,0
353,0
366,0
369,0
382,0
386,0
407,0
429,0
532,0
535,0
550,0
577,0
605,0
644,0
645,0
654,1
655,0
682,0
703,0
705,0
715,0
745,0
763,1
784,0
795,0
801,0
859,0
894,0
916,1
932,0
1018,1
1033,0
1126,0
1132,0
1142,0
1229,0
1240,0
1241,0
1244,0
1284,0
1304,0
1325,0
1337,1
1389,0
1390,0
1429,0
1466,0
1476,0
1501,0
1570,0
1585,0
1589,0
1600,0
1613,0
1630,0
1641,0
1645,0
1661,0
1671,0
1677,0
1687,0
1698,0
1707,0
1715,1
1722,0
1792,0
1810,0
1826,1
1849,0
1859,0
1861,1
1880,0
1905,1
1909,0
1914,0
1945,0
1986,0
