task,truth
22,0
29,0
38,0
40,0
46,0
95,0
138,0
161,0
196,0
206,0
229,0
243,0
267,0
278,0
281,0
310,1
336,0
344,0
345,0
346,0
370,0
400,0
417,0
425,0
438,0
445,0
466,0
469,1
490,0
505,0
547,1
553,0
554,0
583,0
597,0
606,0
620,0
627,0
631,0
649,0
656,0
685,1
725,0
788,0
792,0
804,0
810,0
842,0
845,0
846,0
849,0
879,0
888,0
895,0
902,0
947,0
955,0
959,0
1023,0
1074,0
1078,0
1097,0
1109,0
1177,0
1185,0
1220,1
1225,0
1230,0
1260,0
1266,1
1281,0
1323,0
1428,0
1435,0
1452,1
1480,0
1512,0
1546,1
1552,0
1555,0
1560,0
1564,0
1572,0
1584,0
1627,0
1636,0
1680,0
1693,0
1721,0
1868,1
1901,0
1904,0
1908,0
1915,0
1917,0
1920,0
1929,0
1959,0
1963,0
1982,0
