task,truth
11,0
83,0
134,1
145,0
183,0
188,1
207,1
214,1
223,0
230,0
245,0
254,0
263,0
340,0
364,0
408,0
446,0
464,0
468,0
474,0
531,0
537,0
545,0
589,1
604,0
628,0
646,0
670,0
689,0
697,0
708,0
736,0
769,0
798,0
806,0
814,1
818,0
824,0
827,0
851,0
854,0
856,1
863,0
889,0
901,0
909,1
917,0
938,0
973,0
974,1
1005,0
1008,0
1019,0
1034,1
1044,0
1075,0
1076,0
1083,0
1085,1
1100,0
1125,0
1136,0
1146,0
1198,0
1221,1
1242,0
1268,0
1274,0
1275,0
1317,0
1351,0
1392,0
1413,0
1422,0
1437,0
1457,0
1460,0
1483,0
1508,0
1534,0
1553,0
1561,0
1582,0
1588,0
1597,0
1624,0
1632,1
1652,0
1716,1
1747,0
1754,1
1767,0
1782,0
1875,1
1885,0
1893,0
1911,0
1949,0
1964,0
1969,0
